ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom
 0  3  8 12  3,0.121288,60.07813632,6621.82,49556.2,67.432,68.1466,0.8664,216,144,0,0,0,0,18,136,0.63,0.05,0.13
 0  3  8 12  4,0.0878932,78.76409057,8990.3,49781.5,67.432,68.1466,0.87034,216,144,0,18,0,0,0,145,0.67,0.05,0.17
 0  3  8 12  5,0.0884199,79.90053946,9039.67,49727.8,67.432,68.1466,0.8694,216,162,0,18,0,0,0,136,0.63,0.05,0.16
 0  3  8 12  6,0.087379,79.66822376,9180.45,49669.4,67.432,68.1466,0.86838,216,162,18,0,0,0,0,145,0.67,0.05,0.14
 0  3  8 12  7,0.0879057,80.09790804,9175.16,49585.9,67.432,67.98517,0.86692,216,180,18,0,0,0,0,136,0.63,0.04,0.13
 0  3  8 12  8,0.103573,82.4338939,7993.29,49261,66.87813,67.58148,0.86124,216,144,18,36,0,0,0,154,0.71,0.13,0.43
 0  3  8 12  9,0.0863359,80.73533208,9312.96,49605.4,67.432,68.1466,0.86726,234,162,0,0,0,0,0,154,0.66,0,0
 0  3  8 13  0,0.0748844,77.12262081,9948.95,53840.6,70.25835,70.94533,0.88046,216,162,0,0,0,0,0,136,0.63,0,0
 0  3  8 13  1,0.0836777,75.19760596,9038.37,53666.9,70.25835,70.94533,0.87762,216,144,0,0,18,0,0,136,0.63,0.05,0.19
 0  3  8 13  2,0.0917207,77.23157727,8362.77,53516.5,70.25835,70.94533,0.87516,216,144,0,0,0,18,0,136,0.63,0.05,0.14
 0  3  8 13  3,0.113448,57.69544943,6794.54,53440.7,70.25835,70.94533,0.87392,216,144,0,0,0,0,18,136,0.63,0.05,0.13
 0  3  8 13  4,0.0822118,76.96649328,9220.31,53646.2,70.25835,70.94533,0.87728,216,144,0,18,0,0,0,145,0.67,0.05,0.17
 0  3  8 13  5,0.0827045,78.61875387,9218.79,53586.2,70.25835,70.94533,0.8763,216,162,0,18,0,0,0,136,0.63,0.05,0.16
 0  3  8 13  6,0.0817308,78.25055519,9350.62,53588.7,70.25835,70.94533,0.87634,216,162,18,0,0,0,0,145,0.67,0.05,0.14
 0  3  8 13  7,0.0822235,79.01661889,9320.05,53510.4,70.25835,70.89273,0.87506,216,180,18,0,0,0,0,136,0.63,0.04,0.13
 0  3  8 13  8,0.0968784,79.58863917,8085.58,53208.3,69.70836,70.39109,0.87012,216,144,18,36,0,0,0,154,0.71,0.13,0.43
 0  3  8 13  9,0.0807552,78.79198393,9511.88,53515.3,70.25835,70.94533,0.87514,234,162,0,0,0,0,0,154,0.66,0,0
 0  3  8 15  0,0.0841256,79.09952508,8345.69,66976.5,80.4597,81.06254,0.87566,306,198,0,0,0,0,0,208,0.68,0,0
 0  3  8 15  1,0.0911558,79.22214955,7672.71,66889.3,80.4597,81.06254,0.87452,306,180,0,0,18,0,0,208,0.68,0.04,0.14
 0  3  8 15  2,0.0975861,78.72041308,7170.87,66728.6,80.4597,81.06254,0.87242,306,180,0,0,0,18,0,208,0.68,0.04,0.11
 0  3  8 15  3,0.114957,62.60402205,6092.52,66672,80.4597,81.06254,0.87168,306,180,0,0,0,0,18,208,0.68,0.04,0.1
 0  3  8 15  4,0.0899839,79.1140003,7770.84,66861.7,80.4597,81.06254,0.87416,306,180,0,18,0,0,0,217,0.71,0.04,0.12
 0  3  8 15  5,0.0903778,80.04317953,7767.38,66817.4,80.4597,81.06254,0.87358,306,198,0,18,0,0,0,208,0.68,0.03,0.12
 0  3  8 15  6,0.0895993,80.32695941,7818.27,66835.7,80.4597,81.06254,0.87382,306,198,18,0,0,0,0,217,0.71,0.03,0.1
 0  3  8 15  7,0.0899932,80.89629834,7902.47,66665.9,80.4597,81.06254,0.8716,306,216,18,0,0,0,0,208,0.68,0.03,0.1
 0  3  8 15  8,0.10171,80.40287368,7046.41,66424.2,80.28701,80.67096,0.86844,306,180,18,36,0,0,0,226,0.74,0.1,0.33
 0  3  8 15  9,0.0888193,79.78788399,7898.38,66750.1,80.4597,81.06254,0.8727,324,198,0,0,0,0,0,226,0.7,0,0
 0  3  8 16  0,0.0614258,71.75678075,10348.9,71920.6,82.59123,83.17902,0.9001,234,144,0,0,0,0,0,163,0.7,0,0
 0  3  8 16  1,0.0681554,70.57044229,9510.77,71752.8,82.59123,83.17902,0.898,234,126,0,0,18,0,0,163,0.7,0.05,0.19
 0  3  8 16  2,0.0743108,71.34908629,8894.27,71548.2,82.59123,83.17902,0.89544,234,126,0,0,0,18,0,163,0.7,0.05,0.14
 0  3  8 16  3,0.0909388,54.52568593,7326.15,71455.5,82.59123,83.17902,0.89428,234,126,0,0,0,0,18,163,0.7,0.05,0.13
 0  3  8 16  4,0.0670336,71.98793636,9699.91,71724,82.59123,83.17902,0.89764,234,126,0,18,0,0,0,172,0.74,0.05,0.17
 0  3  8 16  5,0.0674106,73.11970021,9658.86,71687.3,82.59123,83.17902,0.89718,234,144,0,18,0,0,0,163,0.7,0.05,0.16
 0  3  8 16  6,0.0666655,73.11243454,9775.33,71696.9,82.59123,83.17902,0.8973,234,144,18,0,0,0,0,172,0.74,0.05,0.14
 0  3  8 16  7,0.0670425,73.91255266,9828.63,71583.4,82.59123,83.05961,0.89588,234,162,18,0,0,0,0,163,0.7,0.04,0.13
 0  3  8 16  8,0.0782581,73.50353163,8656.08,71239.8,81.83225,82.4172,0.89158,234,126,18,36,0,0,0,181,0.77,0.13,0.43
 0  3  8 16  9,0.0659188,73.41165472,9985.14,71593,82.59123,83.17902,0.896,252,144,0,0,0,0,0,181,0.72,0,0
 0  3  8 20  0,0.0600602,71.21679497,10103.4,85157.9,91.04709,91.58188,0.90424,270,162,0,0,0,0,0,190,0.7,0,0
 0  3  8 20  1,0.0657699,70.71406563,9383.14,84975.2,91.04709,91.58188,0.9023,270,144,0,0,18,0,0,190,0.7,0.04,0.17
 0  3  8 20  2,0.0709924,71.38516,8843.43,84747.2,91.04709,91.58188,0.89988,270,144,0,0,0,18,0,190,0.7,0.04,0.12
 0  3  8 20  3,0.0851002,55.68639071,7402.8,84668.1,91.04709,91.58188,0.89904,270,144,0,0,0,0,18,190,0.7,0.04,0.12
 0  3  8 20  4,0.064818,70.29149333,9548.34,84935.6,91.04709,91.58188,0.90188,270,144,0,18,0,0,0,199,0.74,0.04,0.15
 0  3  8 20  5,0.0651379,72.94312082,9563.46,84901.7,91.04709,91.58188,0.90152,270,162,0,18,0,0,0,190,0.7,0.04,0.14
 0  3  8 20  6,0.0645057,71.84049087,9623.85,84858.4,91.04709,91.58188,0.90106,270,162,18,0,0,0,0,199,0.74,0.04,0.12
 0  3  8 20  7,0.0648256,72.35377265,9723.77,84762.3,90.68797,91.18904,0.90004,270,180,18,0,0,0,0,190,0.7,0.04,0.12
 0  3  8 20  8,0.0743414,74.44209202,8568.12,84419.5,89.83442,90.3688,0.8964,270,144,18,36,0,0,0,208,0.77,0.12,0.38
 0  3  8 20  9,0.0638722,71.70556191,9752.25,84762.3,91.04709,91.58188,0.90004,288,162,0,0,0,0,0,208,0.72,0,0
 0  3  8 26  0,0.075782,74.50437445,9449.02,62516.6,76.73173,77.36283,0.8844,234,162,18,0,0,0,0,163,0.7,0.04,0.13
 0  3  8 26  1,0.0833889,74.88055041,8696.16,62351.2,76.73173,77.36283,0.88206,234,144,18,0,18,0,0,163,0.7,0.09,0.3
 0  3  8 26  2,0.0903467,75.33836195,8121.72,62171.6,76.73173,77.36283,0.87952,234,144,18,0,0,18,0,163,0.7,0.09,0.26
 0  3  8 26  3,0.109142,58.38329967,6756.18,62093.9,76.73173,77.36283,0.87842,234,144,18,0,0,0,18,163,0.7,0.09,0.25
 0  3  8 26  4,0.0821208,75.30643933,8849.07,62321.5,76.73173,77.36283,0.88164,234,144,18,18,0,0,0,172,0.74,0.09,0.28
 0  3  8 26  5,0.082547,75.96911951,8826.84,62273.4,76.73173,77.36283,0.88096,234,162,18,18,0,0,0,163,0.7,0.08,0.27
 0  3  8 26  6,0.0817047,75.23694212,8964.12,62257.9,76.73173,77.36283,0.88074,234,162,36,0,0,0,0,172,0.74,0.08,0.25
 0  3  8 26  7,0.082131,77.11852119,8977.12,62188.6,76.73173,77.2735,0.87976,234,180,36,0,0,0,0,163,0.7,0.08,0.24
 0  3  8 26  8,0.0948085,77.9626959,7875.59,61893.1,76.18488,76.81166,0.87558,234,144,36,36,0,0,0,181,0.77,0.16,0.52
 0  3  8 26  9,0.0808608,76.17266498,9098.53,62161.7,76.73173,77.36283,0.87938,252,162,18,0,0,0,0,181,0.72,0.04,0.12
 0  3  8 27  0,0.07837,77.89225182,9055.3,69086.5,81.59185,82.10798,0.88242,288,234,0,0,0,0,0,172,0.6,0,0
 0  3  8 27  1,0.0852381,77.58231153,8267.59,68934.7,81.59185,82.10798,0.88048,288,216,0,0,18,0,0,172,0.6,0.03,0.14
 0  3  8 27  2,0.0915202,78.07296515,7675.79,68770.2,81.59185,82.10798,0.87838,288,216,0,0,0,18,0,172,0.6,0.03,0.1
 0  3  8 27  3,0.10849,61.48747643,6466.48,68715.4,81.59185,82.10798,0.87768,288,216,0,0,0,0,18,172,0.6,0.03,0.1
 0  3  8 27  4,0.0840932,78.38022952,8367.17,68900.2,81.59185,82.10798,0.88004,288,216,0,18,0,0,0,181,0.63,0.03,0.12
 0  3  8 27  5,0.084478,78.24496391,8323.47,68879.9,81.44758,81.93036,0.87978,288,234,0,18,0,0,0,172,0.6,0.03,0.12
 0  3  8 27  6,0.0837175,78.27333859,8384.19,68862.6,81.59185,82.08791,0.87956,288,234,18,0,0,0,0,181,0.63,0.03,0.1
 0  3  8 27  7,0.0841023,79.27362122,8422.36,68800,81.2512,81.82943,0.87876,288,252,18,0,0,0,0,172,0.6,0.03,0.1
 0  3  8 27  8,0.0955486,80.7738308,7449.98,68543.2,81.25118,81.83494,0.87548,288,216,18,36,0,0,0,190,0.66,0.1,0.32
 0  3  8 27  9,0.0829555,79.61963651,8446.19,68789,81.59185,82.08791,0.87862,306,234,0,0,0,0,0,190,0.62,0,0
0 4 1 1 0,0.410743,168.1338312,6525.29,504.655,5.80228,9.83543,0.50678,12,18,6,0,0,0,0,7,0.58,0.17,0.5
0 4 1 1 1,0.590736,153.7507993,4807.26,465.759,5.67354,9.76835,0.46772,12,12,6,0,6,0,0,7,0.58,0.33,1.17
0 4 1 1 2,0.755371,140.5613724,3882.22,420.052,5.56348,9.23159,0.42182,12,12,6,0,0,6,0,7,0.58,0.33,1
0 4 1 1 3,1.20011,80.19279147,2471.68,400.633,5.56348,9.03292,0.40232,12,12,6,0,0,0,6,7,0.58,0.33,0.97
0 4 1 1 4,0.56073,154.9693439,5103.64,458.868,5.63729,9.6832,0.4608,12,12,6,6,0,0,0,10,0.83,0.33,1.08
0 4 1 1 5,0.570815,148.5354843,5046.56,443.712,5.67391,9.24116,0.44558,12,18,6,6,0,0,0,7,0.58,0.29,0.93
0 4 1 1 6,0.550885,151.3919007,5278.21,437.199,5.60316,9.51521,0.43904,12,18,12,0,0,0,0,10,0.83,0.29,0.86
0 4 1 1 7,0.56097,156.2518503,5138.57,428.237,5.70604,8.80713,0.43004,12,24,12,0,0,0,0,7,0.58,0.25,0.75
0 4 1 1 8,0.860946,123.3728439,3426.32,365.959,5.68982,8.38547,0.3675,12,12,12,12,0,0,0,13,1.08,0.5,1.62
0 4 1 1 9,0.530915,156.7627705,5596.6,418.12,5.56348,9.22652,0.41988,18,18,6,0,0,0,0,13,0.72,0.14,0.43
0 4 1 2 0,0.485976,153.6575985,5665.64,740.861,6.75142,10.26749,0.45684,30,30,6,0,0,0,0,19,0.63,0.09,0.27
0 4 1 2 1,0.596501,133.3931588,4620.57,694.091,6.0035,8.59828,0.428,30,24,6,0,6,0,0,19,0.63,0.18,0.64
0 4 1 2 2,0.697595,126.2076407,3919.19,651.829,5.73321,8.96927,0.40194,30,24,6,0,0,6,0,19,0.63,0.18,0.55
0 4 1 2 3,0.970687,80.87512411,2791.5,634.801,5.73321,8.7731,0.39144,30,24,6,0,0,0,6,19,0.63,0.18,0.53
0 4 1 2 4,0.578076,130.3511691,4758.33,686.793,5.90541,9.42103,0.4235,30,24,6,6,0,0,0,22,0.73,0.18,0.59
0 4 1 2 5,0.584269,141.66518,5180.64,654.294,6.50766,10.23237,0.40346,30,30,6,6,0,0,0,19,0.63,0.17,0.54
0 4 1 2 6,0.572031,148.6414775,5250.6,648.521,7.42065,9.80487,0.3999,30,30,12,0,0,0,0,22,0.73,0.17,0.5
0 4 1 2 7,0.578224,150.6978896,4968.29,636.65,7.18863,9.92971,0.39258,30,36,12,0,0,0,0,19,0.63,0.15,0.46
0 4 1 2 8,0.762423,137.9298588,3702.77,571.23,7.18863,9.52865,0.35224,30,24,12,12,0,0,0,25,0.83,0.31,1
0 4 1 2 9,0.559768,148.9006861,5490.62,618.617,7.42065,9.68269,0.38146,36,30,6,0,0,0,0,25,0.69,0.08,0.25
0 4 1 5 0,0.488003,143.7343211,5316.95,694.619,9.03493,9.83595,0.4247,30,36,6,0,0,0,0,16,0.53,0.08,0.25
0 4 1 5 1,0.597592,136.2623122,4445.12,657.721,9.03493,9.83595,0.40214,30,30,6,0,6,0,0,16,0.53,0.17,0.58
0 4 1 5 2,0.69783,126.8573131,3829.37,616.113,9.03493,9.83595,0.3767,30,30,6,0,0,6,0,16,0.53,0.17,0.5
0 4 1 5 3,0.968611,82.81478115,2686.05,598.907,9.03493,9.83595,0.36618,30,30,6,0,0,0,6,16,0.53,0.17,0.48
0 4 1 5 4,0.579323,133.4775045,4600.49,651.31,9.03493,9.83595,0.39822,30,30,6,6,0,0,0,19,0.63,0.17,0.54
0 4 1 5 5,0.585464,133.4464646,4570.35,632.664,9.03493,9.83595,0.38682,30,36,6,6,0,0,0,16,0.53,0.15,0.5
0 4 1 5 6,0.573329,135.4607627,4639.26,627.954,9.03493,9.83595,0.38394,30,36,12,0,0,0,0,19,0.63,0.15,0.46
0 4 1 5 7,0.579469,124.6528256,4596.95,615.066,9.03493,9.83595,0.37606,30,42,12,0,0,0,0,16,0.53,0.14,0.43
0 4 1 5 8,0.76211,118.4664787,3441.75,554.747,8.5953,9.62971,0.33918,30,30,12,12,0,0,0,22,0.73,0.29,0.93
0 4 1 5 9,0.56117,133.1507327,4613.48,612.253,9.03493,9.83595,0.37434,36,36,6,0,0,0,0,22,0.61,0.08,0.23
0 4 1 6 0,0.246656,135.2269508,7567.86,2828.94,18.44699,19.78294,0.67256,42,36,6,0,0,0,0,28,0.67,0.07,0.21
0 4 1 6 1,0.289269,129.3671453,6620.65,2774.51,18.4469,19.77569,0.65962,42,30,6,0,6,0,0,28,0.67,0.14,0.5
0 4 1 6 2,0.328245,133.9793612,5957.16,2718.23,18.4469,19.62624,0.64624,42,30,6,0,0,6,0,28,0.67,0.14,0.43
0 4 1 6 3,0.433536,97.02709147,4537.32,2694.26,18.4469,19.54971,0.64054,42,30,6,0,0,0,6,28,0.67,0.14,0.41
0 4 1 6 4,0.282165,136.9192566,6815.13,2765.59,18.4469,19.77569,0.6575,42,30,6,6,0,0,0,31,0.74,0.14,0.46
0 4 1 6 5,0.284553,139.5529591,6867.38,2756.68,18.42872,19.65942,0.65538,42,36,6,6,0,0,0,28,0.67,0.13,0.43
0 4 1 6 6,0.279834,138.0700687,6949.55,2748.18,18.37614,19.56477,0.65336,42,36,12,0,0,0,0,31,0.74,0.13,0.4
0 4 1 6 7,0.282222,140.4636218,6882.95,2734.05,17.90987,19.01902,0.65,42,42,12,0,0,0,0,28,0.67,0.12,0.38
0 4 1 6 8,0.35324,144.4370645,5650.39,2649.5,17.06824,18.74397,0.6299,42,30,12,12,0,0,0,34,0.81,0.25,0.81
0 4 1 6 9,0.275106,140.562785,7131.94,2722.69,18.37614,19.577,0.6473,48,36,6,0,0,0,0,34,0.71,0.07,0.2
0 4 1 9 0,0.506075,146.5622509,4728.06,719.121,9.78282,11.55284,0.4009,36,30,6,0,0,0,0,25,0.69,0.08,0.25
0 4 1 9 1,0.605998,134.6912401,3709.8,695.515,9.78282,11.39226,0.38774,36,24,6,0,6,0,0,25,0.69,0.17,0.58
0 4 1 9 2,0.697395,131.6490749,3011.35,668.788,9.78282,11.0524,0.37284,36,24,6,0,0,6,0,25,0.69,0.17,0.5
0 4 1 9 3,0.944292,89.88647369,2171.69,658.492,9.78282,10.95718,0.3671,36,24,6,0,0,0,6,25,0.69,0.17,0.48
0 4 1 9 4,0.58934,136.0383935,3782.58,691.461,9.78282,11.54984,0.38548,36,24,6,6,0,0,0,28,0.78,0.17,0.54
0 4 1 9 5,0.594939,133.8946253,3636.74,675.21,9.78282,10.82615,0.37642,36,30,6,6,0,0,0,25,0.69,0.15,0.5
0 4 1 9 6,0.583875,137.2706945,3701.68,687.694,9.78282,11.4716,0.38338,36,30,12,0,0,0,0,28,0.78,0.15,0.46
0 4 1 9 7,0.589473,125.1115338,3947.86,633.236,9.55353,10.11552,0.35302,36,36,12,0,0,0,0,25,0.69,0.14,0.43
0 4 1 9 8,0.756004,118.26158,2959.29,584.696,8.70807,10.0875,0.32596,36,24,12,12,0,0,0,31,0.86,0.29,0.93
0 4 1 9 9,0.572788,139.6682741,3713.92,673.56,9.78282,11.25052,0.3755,42,30,6,0,0,0,0,31,0.74,0.08,0.23
 0  4  1 10  0,0.441153,150.7813983,6527.5,772.545,9.15969,11.3974,0.43244,30,30,6,0,0,0,0,19,0.63,0.09,0.27
 0  4  1 10  1,0.541484,141.8998588,5094.5,727.776,8.49873,11.00453,0.40738,30,24,6,0,6,0,0,19,0.63,0.18,0.64
 0  4  1 10  2,0.633254,133.9151968,4164.08,685.186,7.95553,10.82874,0.38354,30,24,6,0,0,6,0,19,0.63,0.18,0.55
 0  4  1 10  3,0.881158,90.95675735,2958.88,667.072,7.76197,10.89889,0.3734,30,24,6,0,0,0,6,19,0.63,0.18,0.53
 0  4  1 10  4,0.524759,145.510565,5209.48,720.094,8.4016,11.13475,0.40308,30,24,6,6,0,0,0,22,0.73,0.18,0.59
 0  4  1 10  5,0.53038,148.2038162,5076.9,707.768,8.69284,11.15525,0.39618,30,30,6,6,0,0,0,19,0.63,0.17,0.54
 0  4  1 10  6,0.519271,153.3851949,5129.52,713.842,8.34335,10.79367,0.39958,30,30,12,0,0,0,0,22,0.73,0.17,0.5
 0  4  1 10  7,0.524892,145.9418623,5542.06,686.223,6.52335,10.2921,0.38412,30,36,12,0,0,0,0,19,0.63,0.15,0.46
 0  4  1 10  8,0.692103,127.616952,4141.32,628.662,5.67621,10.22574,0.3519,30,24,12,12,0,0,0,25,0.83,0.31,1
 0  4  1 10  9,0.508139,149.4374161,5181.89,693.226,8.0524,11.03212,0.38804,36,30,6,0,0,0,0,25,0.69,0.08,0.25
 0  4  1 11  0,0.372531,151.5749912,6655.45,985.725,9.78293,12.57721,0.54952,18,18,12,0,0,0,0,16,0.89,0.25,0.75
 0  4  1 11  1,0.472453,137.2858841,5507.71,932.593,9.78293,12.36328,0.5199,18,12,12,0,6,0,0,16,0.89,0.38,1.25
 0  4  1 11  2,0.563849,143.92452,4781.89,874.653,9.78293,11.80461,0.4876,18,12,12,0,0,6,0,16,0.89,0.38,1.12
 0  4  1 11  3,0.810742,95.68586089,3311.7,849.253,9.78293,11.60696,0.47344,18,12,12,0,0,0,6,16,0.89,0.38,1.1
 0  4  1 11  4,0.455796,144.8082253,5740.35,923.372,9.78293,12.25946,0.51476,18,12,12,6,0,0,0,19,1.06,0.38,1.19
 0  4  1 11  5,0.461394,155.6838618,5639.15,917.883,9.78293,11.43147,0.5117,18,18,12,6,0,0,0,16,0.89,0.33,1.06
 0  4  1 11  6,0.45033,158.1191451,5808.68,912.466,9.78293,12.0436,0.50868,18,18,18,0,0,0,0,19,1.06,0.33,1
 0  4  1 11  7,0.455929,159.0164667,5856.82,888.573,9.09107,10.89522,0.49536,18,24,18,0,0,0,0,16,0.89,0.3,0.9
 0  4  1 11  8,0.622458,154.9207635,4361.59,807.78,8.25001,10.39408,0.45032,18,12,18,12,0,0,0,22,1.22,0.5,1.6
 0  4  1 11  9,0.439244,159.1550435,6034.82,883.766,9.78293,11.74001,0.49268,24,18,12,0,0,0,0,22,0.92,0.22,0.67
 0  4  1 12  0,0.300772,158.7366887,7895.94,1038.91,9.77076,12.63459,0.58002,18,24,6,0,0,0,0,10,0.56,0.12,0.38
 0  4  1 12  1,0.40084,148.8069184,6171.49,994.85,9.77076,12.61499,0.55542,18,18,6,0,6,0,0,10,0.56,0.25,0.88
 0  4  1 12  2,0.492369,149.5489054,5147.83,945.127,9.77076,12.13558,0.52766,18,18,6,0,0,6,0,10,0.56,0.25,0.75
 0  4  1 12  3,0.739625,97.86964225,3473.38,924.099,9.77076,12.04704,0.51592,18,18,6,0,0,0,6,10,0.56,0.25,0.72
 0  4  1 12  4,0.384158,157.4380408,6454.68,986.216,9.77076,12.52437,0.5506,18,18,6,6,0,0,0,13,0.72,0.25,0.81
 0  4  1 12  5,0.389765,164.2252508,6361.95,966.084,9.77076,12.23411,0.53936,18,24,6,6,0,0,0,10,0.56,0.22,0.72
 0  4  1 12  6,0.378684,163.6770201,6629.29,963.397,9.77076,12.4869,0.53786,18,24,12,0,0,0,0,13,0.72,0.22,0.67
 0  4  1 12  7,0.384291,169.0938859,6669.36,939.825,9.54338,11.75376,0.5247,18,30,12,0,0,0,0,10,0.56,0.2,0.6
 0  4  1 12  8,0.551064,153.9587039,4917.19,858.614,8.7021,10.57222,0.47936,18,18,12,12,0,0,0,16,0.89,0.4,1.3
 0  4  1 12  9,0.367582,161.9543665,6858.12,943.264,9.77076,12.31963,0.52662,24,24,6,0,0,0,0,16,0.67,0.11,0.33
 0  4  1 13  0,0.253562,139.7952567,8501.44,1361.1,11.24781,13.71264,0.64062,18,24,6,0,0,0,0,10,0.56,0.12,0.38
 0  4  1 13  1,0.337923,132.0142354,6681.58,1310.79,11.24781,13.99363,0.61694,18,18,6,0,6,0,0,10,0.56,0.25,0.88
 0  4  1 13  2,0.415086,139.2113915,5640.64,1252.23,11.24781,13.43996,0.58938,18,18,6,0,0,6,0,10,0.56,0.25,0.75
 0  4  1 13  3,0.623532,88.56889969,3813.04,1224.31,11.24781,13.24124,0.57624,18,18,6,0,0,0,6,10,0.56,0.25,0.72
 0  4  1 13  4,0.32386,142.9063758,7015.96,1302.12,11.24781,13.89751,0.61286,18,18,6,6,0,0,0,13,0.72,0.25,0.81
 0  4  1 13  5,0.328587,152.9521451,6977.36,1285.84,11.24781,12.97463,0.6052,18,24,6,6,0,0,0,10,0.56,0.22,0.72
 0  4  1 13  6,0.319245,149.7257806,7232.73,1278.7,11.24781,13.71103,0.60184,18,24,12,0,0,0,0,13,0.72,0.22,0.67
 0  4  1 13  7,0.323972,152.0856992,7217.25,1251.93,10.47596,12.64289,0.58924,18,30,12,0,0,0,0,10,0.56,0.2,0.6
 0  4  1 13  8,0.464568,147.3659335,5410.65,1155.13,9.62879,12.33865,0.54368,18,18,12,12,0,0,0,16,0.89,0.4,1.3
 0  4  1 13  9,0.309886,149.3907838,7567.1,1253.08,11.24781,13.41291,0.58978,24,24,6,0,0,0,0,16,0.67,0.11,0.33
 0  4  1 14  0,0.302388,141.4962437,7216.09,1800.08,14.65583,16.04046,0.59962,36,30,6,0,0,0,0,25,0.69,0.08,0.25
 0  4  1 14  1,0.362094,136.6919375,5988.86,1756.73,14.65583,15.82436,0.58518,36,24,6,0,6,0,0,25,0.69,0.17,0.58
 0  4  1 14  2,0.416705,141.7987164,5157.81,1714.76,14.65583,15.29243,0.5712,36,24,6,0,0,6,0,25,0.69,0.17,0.5
 0  4  1 14  3,0.56423,96.6998745,3809.89,1695.25,14.65583,15.1284,0.5647,36,24,6,0,0,0,6,25,0.69,0.17,0.48
 0  4  1 14  4,0.352141,143.0733495,6141.24,1751.15,14.65583,15.73876,0.58332,36,24,6,6,0,0,0,28,0.78,0.17,0.54
 0  4  1 14  5,0.355486,148.4942819,5955.27,1744,14.65196,15.1353,0.58094,36,30,6,6,0,0,0,25,0.69,0.15,0.5
 0  4  1 14  6,0.348875,144.6142615,6046.08,1743.16,14.6552,15.56882,0.58066,36,30,12,0,0,0,0,28,0.78,0.15,0.46
 0  4  1 14  7,0.35222,144.0782624,6290.6,1704.92,13.16699,14.43203,0.56792,36,36,12,0,0,0,0,25,0.69,0.14,0.43
 0  4  1 14  8,0.451725,146.7622286,4967.92,1612.81,12.32499,13.58215,0.53724,36,24,12,12,0,0,0,31,0.86,0.29,0.93
 0  4  1 14  9,0.34225,149.6486534,6189.05,1723.71,14.65583,15.29315,0.57418,42,30,6,0,0,0,0,31,0.74,0.08,0.23
 0  4  1 15  0,0.324858,146.6244089,6024.05,2102.75,16.56625,17.37614,0.59032,48,36,6,0,0,0,0,34,0.71,0.07,0.2
 0  4  1 15  1,0.375177,143.0381871,5151.76,2066.27,16.56625,17.37614,0.58008,48,30,6,0,6,0,0,34,0.71,0.13,0.47
 0  4  1 15  2,0.421203,148.87841,4641.72,2018.9,16.56625,17.09881,0.56678,48,30,6,0,0,6,0,34,0.71,0.13,0.4
 0  4  1 15  3,0.545535,106.321566,3591.22,1998.45,16.56625,16.88257,0.56104,48,30,6,0,0,0,6,34,0.71,0.13,0.39
 0  4  1 15  4,0.366789,147.2612039,5278.76,2058.86,16.56625,17.37614,0.578,48,30,6,6,0,0,0,37,0.77,0.13,0.43
 0  4  1 15  5,0.369608,150.0604863,5262.03,2043.05,16.35968,16.82326,0.57356,48,36,6,6,0,0,0,34,0.71,0.12,0.41
 0  4  1 15  6,0.364037,150.9072058,5304.11,2051.88,16.56617,17.28657,0.57604,48,36,12,0,0,0,0,37,0.77,0.12,0.38
 0  4  1 15  7,0.366856,147.1792758,5420.79,2005.07,15.09618,16.42949,0.5629,48,42,12,0,0,0,0,34,0.71,0.12,0.35
 0  4  1 15  8,0.450717,143.6311211,4418.31,1927.49,14.25594,16.00161,0.54112,48,30,12,12,0,0,0,40,0.83,0.24,0.76
 0  4  1 15  9,0.358454,152.0702969,5407.34,2027.16,16.56617,17.04747,0.5691,54,36,6,0,0,0,0,40,0.74,0.06,0.19
 0  4  1 16  0,0.165884,101.4655187,9860.28,2903.85,17.6358,19.37258,0.74296,24,18,6,0,0,0,0,19,0.79,0.12,0.38
 0  4  1 16  1,0.211743,97.70704846,8135.88,2840.77,17.6358,19.0751,0.72682,24,12,6,0,6,0,0,19,0.79,0.25,0.88
 0  4  1 16  2,0.253689,104.9026953,7123.21,2772.06,17.52067,18.51748,0.70924,24,12,6,0,0,6,0,19,0.79,0.25,0.75
 0  4  1 16  3,0.367,70.31695701,5029.43,2740.71,17.3244,18.28893,0.70122,24,12,6,0,0,0,6,19,0.79,0.25,0.72
 0  4  1 16  4,0.204098,105.033543,8505.49,2830.37,17.6358,18.9755,0.72416,24,12,6,6,0,0,0,22,0.92,0.25,0.81
 0  4  1 16  5,0.206668,110.2272836,8425.93,2818.18,17.3583,18.26358,0.72104,24,18,6,6,0,0,0,19,0.79,0.22,0.72
 0  4  1 16  6,0.20159,110.548476,8646.32,2815.76,17.58545,18.7164,0.72042,24,18,12,0,0,0,0,22,0.92,0.22,0.67
 0  4  1 16  7,0.204159,112.226124,8802.82,2779.48,15.94134,17.54869,0.71114,24,24,12,0,0,0,0,19,0.79,0.2,0.6
 0  4  1 16  8,0.280587,117.8195599,6984.85,2665.83,15.10666,16.70105,0.68206,24,12,12,12,0,0,0,25,1.04,0.4,1.3
 0  4  1 16  9,0.196502,112.9887628,9101.06,2781.83,17.57272,18.41886,0.71174,30,18,6,0,0,0,0,25,0.83,0.11,0.33
