ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom
0 1 8 7 7,0.170247,97.18465078,6401.93,23151.2,44.42611,45.48686,0.77166,228,168,12,0,0,0,0,151,0.66,0.03,0.09
0 1 8 7 8,0.19016,98.55392533,5849.7,22967,44.42611,45.48686,0.76552,228,144,12,24,0,0,0,163,0.71,0.09,0.29
0 1 8 7 9,0.168252,97.76962685,6510.5,23141,44.42611,45.48686,0.77132,240,156,0,0,0,0,0,163,0.68,0,0
0 1 8 9 0,0.12639,89.5818801,8195.68,24247.5,44.41836,45.47928,0.80842,180,120,0,0,0,0,0,121,0.67,0,0
0 1 8 9 1,0.138342,90.44216062,7481.23,24191.7,44.41836,45.47928,0.80656,180,108,0,0,12,0,0,121,0.67,0.04,0.16
0 1 8 9 2,0.149274,89.32025739,6950.86,24111.3,44.41836,45.47928,0.80388,180,108,0,0,0,12,0,121,0.67,0.04,0.12
0 1 8 9 3,0.178805,70.94536304,5814.6,24073.5,44.41836,45.47928,0.80262,180,108,0,0,0,0,12,121,0.67,0.04,0.11
0 1 8 9 4,0.13635,92.32926457,7589.9,24179.1,44.41836,45.47928,0.80614,180,108,0,12,0,0,0,127,0.71,0.04,0.14
0 1 8 9 5,0.137019,93.46974575,7614.71,24102.9,44.41837,45.47929,0.8036,180,120,0,12,0,0,0,121,0.67,0.04,0.13
0 1 8 9 6,0.135696,91.32198744,7678.54,24144.9,44.41836,45.47928,0.805,180,120,12,0,0,0,0,127,0.71,0.04,0.12
0 1 8 9 7,0.136366,93.01503257,7786.6,24053.7,44.41745,45.3056,0.80196,180,132,12,0,0,0,0,121,0.67,0.04,0.11
0 1 8 9 8,0.156284,92.61532242,6876.26,23892.4,44.41822,44.71096,0.79658,180,108,12,24,0,0,0,133,0.74,0.11,0.37
0 1 8 9 9,0.13437,93.31619023,7751.36,24105.9,44.41836,45.47928,0.8037,192,120,0,0,0,0,0,133,0.69,0,0
 0  1  8 10  0,0.118587,88.45187602,9007.96,24391.7,44.37562,45.4375,0.81444,168,120,0,0,0,0,0,109,0.65,0,0
 0  1  8 10  1,0.130557,86.86578721,8193.63,24290.5,44.37296,45.02052,0.81106,168,108,0,0,12,0,0,109,0.65,0.04,0.17
 0  1  8 10  2,0.141505,88.25651248,7572.15,24180.8,43.98245,44.76346,0.8074,168,108,0,0,0,12,0,109,0.65,0.04,0.12
 0  1  8 10  3,0.17108,67.74568894,6278.11,24129.3,43.78952,44.68081,0.80568,168,108,0,0,0,0,12,109,0.65,0.04,0.12
 0  1  8 10  4,0.128562,89.68523767,8319.23,24278.5,44.37416,44.96523,0.81066,168,108,0,12,0,0,0,115,0.68,0.04,0.15
 0  1  8 10  5,0.129232,90.67605182,8329.99,24231.8,44.37434,45.21105,0.8091,168,120,0,12,0,0,0,109,0.65,0.04,0.14
 0  1  8 10  6,0.127907,87.12906025,8342.63,24235.3,44.36839,44.93287,0.80922,168,120,12,0,0,0,0,115,0.68,0.04,0.12
 0  1  8 10  7,0.128577,90.18190555,8520.93,24190.4,42.69753,43.79818,0.80772,168,132,12,0,0,0,0,109,0.65,0.04,0.12
 0  1  8 10  8,0.148526,92.73921027,7448.87,24023.9,41.8636,42.94881,0.80216,168,108,12,24,0,0,0,121,0.72,0.12,0.38
 0  1  8 10  9,0.126579,89.60263003,8436.56,24184.4,44.07892,44.80554,0.80752,180,120,0,0,0,0,0,121,0.67,0,0
 0  1  8 11  0,0.110417,85.26327629,9197.27,24871.5,44.41847,45.47939,0.82922,144,96,12,0,0,0,0,103,0.72,0.05,0.14
 0  1  8 11  1,0.122369,84.80584665,8464.54,24743.7,44.41847,45.47939,0.82496,144,84,12,0,12,0,0,103,0.72,0.1,0.33
 0  1  8 11  2,0.133301,83.22909106,7914.27,24604.5,44.41847,45.47939,0.82032,144,84,12,0,0,12,0,103,0.72,0.1,0.29
 0  1  8 11  3,0.162832,65.3597895,6505.63,24545.1,44.41847,45.47939,0.81834,144,84,12,0,0,0,12,103,0.72,0.1,0.28
 0  1  8 11  4,0.120377,84.45972932,8629.31,24722.7,44.41847,45.47939,0.82426,144,84,12,12,0,0,0,109,0.76,0.1,0.31
 0  1  8 11  5,0.121046,87.10839772,8595.51,24717.9,44.41847,45.47939,0.8241,144,96,12,12,0,0,0,103,0.72,0.09,0.3
 0  1  8 11  6,0.119723,86.2158758,8689.98,24702.3,44.41847,45.47939,0.82358,144,96,24,0,0,0,0,109,0.76,0.09,0.27
 0  1  8 11  7,0.120393,88.05386968,8674.93,24678.9,44.41847,45.47939,0.8228,144,108,24,0,0,0,0,103,0.72,0.09,0.26
 0  1  8 11  8,0.140311,91.08369552,7597.58,24479.7,44.35937,45.17578,0.81616,144,84,24,24,0,0,0,115,0.8,0.17,0.57
 0  1  8 11  9,0.118397,86.15616451,8873.63,24635.7,44.41847,45.47939,0.82136,156,96,12,0,0,0,0,115,0.74,0.05,0.14
 0  1  8 12  0,0.101836,83.55890443,9804.78,24996.6,44.40306,45.46432,0.83384,144,108,0,0,0,0,0,91,0.63,0,0
 0  1  8 12  1,0.113794,84.13118257,8907.54,24906.7,44.40306,45.46432,0.83084,144,96,0,0,12,0,0,91,0.63,0.05,0.19
 0  1  8 12  2,0.124732,86.07877338,8239.6,24801.2,44.40306,45.46432,0.82732,144,96,0,0,0,12,0,91,0.63,0.05,0.14
 0  1  8 12  3,0.154279,64.51198385,6698.7,24751.4,44.40306,45.46432,0.82566,144,96,0,0,0,0,12,91,0.63,0.05,0.13
 0  1  8 12  4,0.111801,86.43611172,9087.73,24883.9,44.40306,45.46432,0.83008,144,96,0,12,0,0,0,97,0.67,0.05,0.17
 0  1  8 12  5,0.112471,84.69623837,9086.8,24817.9,44.40306,45.46432,0.82788,144,108,0,12,0,0,0,91,0.63,0.05,0.16
 0  1  8 12  6,0.111147,87.158245,9255.03,24829.9,44.40306,45.46432,0.82828,144,108,12,0,0,0,0,97,0.67,0.05,0.14
 0  1  8 12  7,0.111817,88.68524425,9221.53,24758,44.40306,45.46432,0.82588,144,120,12,0,0,0,0,91,0.63,0.04,0.13
 0  1  8 12  8,0.131746,89.85518879,8027.08,24558.9,44.402,45.06822,0.81924,144,96,12,24,0,0,0,103,0.72,0.13,0.43
 0  1  8 12  9,0.10982,88.0635029,9387.96,24793.4,44.40306,45.46432,0.82706,156,108,0,0,0,0,0,103,0.66,0,0
 0  1  8 13  0,0.0955032,84.26782353,9980.35,26952.7,46.27697,47.29805,0.84318,144,108,0,0,0,0,0,91,0.63,0,0
 0  1  8 13  1,0.106718,82.86366674,9054.44,26847.2,46.27697,47.29805,0.83988,144,96,0,0,12,0,0,91,0.63,0.05,0.19
 0  1  8 13  2,0.116975,84.09184613,8375.61,26716.2,46.27697,47.29805,0.83578,144,96,0,0,0,12,0,91,0.63,0.05,0.14
 0  1  8 13  3,0.144685,63.09122889,6815.09,26655.4,46.27697,47.29805,0.83388,144,96,0,0,0,0,12,91,0.63,0.05,0.13
 0  1  8 13  4,0.104848,83.01160205,9237.76,26831.3,46.27697,47.29805,0.83938,144,96,0,12,0,0,0,97,0.67,0.05,0.17
 0  1  8 13  5,0.105477,84.94282243,9210.14,26785.2,46.27697,47.29805,0.83794,144,108,0,12,0,0,0,91,0.63,0.05,0.16
 0  1  8 13  6,0.104235,84.26447291,9358.66,26763.5,46.27697,47.29805,0.83726,144,108,12,0,0,0,0,97,0.67,0.05,0.14
 0  1  8 13  7,0.104863,83.85940441,9353.61,26729.6,46.27697,47.29805,0.8362,144,120,12,0,0,0,0,91,0.63,0.04,0.13
 0  1  8 13  8,0.123553,86.11660213,8129.45,26537.8,46.27697,47.10634,0.8302,144,96,12,24,0,0,0,103,0.72,0.13,0.43
 0  1  8 13  9,0.102991,85.17165218,9526.56,26712.3,46.27697,47.29805,0.83566,156,108,0,0,0,0,0,103,0.66,0,0
 0  1  8 14  0,0.103035,84.571871,9145.5,30835.8,50.61403,51.55276,0.8381,180,120,0,0,0,0,0,121,0.67,0,0
 0  1  8 14  1,0.112778,83.27505953,8302.95,30739.4,50.61403,51.55276,0.83548,180,108,0,0,12,0,0,121,0.67,0.04,0.16
 0  1  8 14  2,0.12169,84.81871608,7679.9,30651.1,50.61403,51.55276,0.83308,180,108,0,0,0,12,0,121,0.67,0.04,0.12
 0  1  8 14  3,0.145764,67.46893158,6409.37,30611.3,50.61403,51.55276,0.832,180,108,0,0,0,0,12,121,0.67,0.04,0.11
 0  1  8 14  4,0.111154,84.10445567,8416.99,30723.9,50.61403,51.55276,0.83506,180,108,0,12,0,0,0,127,0.71,0.04,0.14
 0  1  8 14  5,0.1117,87.11571815,8376.2,30740.8,50.61403,51.55276,0.83552,180,120,0,12,0,0,0,121,0.67,0.04,0.13
 0  1  8 14  6,0.110621,85.36107248,8461.38,30720.2,50.61403,51.55276,0.83496,180,120,12,0,0,0,0,127,0.71,0.04,0.12
 0  1  8 14  7,0.111167,85.6562157,8547.47,30652.5,50.61403,51.55276,0.83312,180,132,12,0,0,0,0,121,0.67,0.04,0.11
 0  1  8 14  8,0.127405,87.32668099,7512.31,30464.2,50.61403,51.55276,0.828,180,108,12,24,0,0,0,133,0.74,0.11,0.37
 0  1  8 14  9,0.10954,85.32218828,8543.27,30670.9,50.61403,51.55276,0.83362,192,120,0,0,0,0,0,133,0.69,0,0
 0  1  8 15  0,0.10817,85.25908904,8371.1,33161.8,53.0622,53.96001,0.83622,204,132,0,0,0,0,0,139,0.68,0,0
 0  1  8 15  1,0.11721,85.44336341,7696.25,33082.4,53.0622,53.96001,0.83422,204,120,0,0,12,0,0,139,0.68,0.04,0.14
 0  1  8 15  2,0.125478,86.77057157,7192.53,32980.9,53.0622,53.96001,0.83166,204,120,0,0,0,12,0,139,0.68,0.04,0.11
 0  1  8 15  3,0.147813,69.18895419,6116.02,32933.3,53.0622,53.96001,0.83046,204,120,0,0,0,0,12,139,0.68,0.04,0.1
 0  1  8 15  4,0.115703,86.52183428,7794.47,33072.9,53.0622,53.96001,0.83398,204,120,0,12,0,0,0,145,0.71,0.04,0.12
 0  1  8 15  5,0.116209,88.0971652,7793.21,33064.2,53.0622,53.96001,0.83376,204,132,0,12,0,0,0,139,0.68,0.03,0.12
 0  1  8 15  6,0.115208,87.08691178,7811.26,33033.3,53.0622,53.96001,0.83298,204,132,12,0,0,0,0,145,0.71,0.03,0.1
 0  1  8 15  7,0.115715,87.54242428,7913.58,32938.1,53.06011,53.61881,0.83058,204,144,12,0,0,0,0,139,0.68,0.03,0.1
 0  1  8 15  8,0.13078,88.25026078,7069.2,32774.7,52.62287,53.20669,0.82646,204,120,12,24,0,0,0,151,0.74,0.1,0.33
 0  1  8 15  9,0.114205,88.69044643,7890.06,32987.3,53.0622,53.96001,0.83182,216,132,0,0,0,0,0,151,0.7,0,0
 0  1  8 16  0,0.0791006,77.84215267,10366.7,35889,54.48331,55.35895,0.8676,156,96,0,0,0,0,0,109,0.7,0,0
 0  1  8 16  1,0.0877666,74.76460411,9516.71,35755.8,54.48331,55.35895,0.86438,156,84,0,0,12,0,0,109,0.7,0.05,0.19
 0  1  8 16  2,0.0956932,78.22492304,8905.87,35604.4,54.48331,55.35895,0.86072,156,84,0,0,0,12,0,109,0.7,0.05,0.14
 0  1  8 16  3,0.117106,59.10303503,7331.87,35547.3,54.48331,55.35895,0.85934,156,84,0,0,0,0,12,109,0.7,0.05,0.13
 0  1  8 16  4,0.086322,78.23928204,9709.08,35726.9,54.48331,55.35895,0.86368,156,84,0,12,0,0,0,115,0.74,0.05,0.17
 0  1  8 16  5,0.0868075,79.50078858,9669.76,35707,54.48331,55.35895,0.8632,156,96,0,12,0,0,0,109,0.7,0.05,0.16
 0  1  8 16  6,0.085848,76.81145309,9779.15,35708.7,54.48331,55.35894,0.86324,156,96,12,0,0,0,0,115,0.74,0.05,0.14
 0  1  8 16  7,0.0863335,79.02193759,9821.44,35654.1,54.48331,55.35894,0.86192,156,108,12,0,0,0,0,109,0.7,0.04,0.13
 0  1  8 16  8,0.100776,80.21642697,8646.47,35447.2,54.24978,55.06329,0.85692,156,84,12,24,0,0,0,121,0.78,0.13,0.43
 0  1  8 16  9,0.0848865,79.1823397,9997.04,35635,54.48331,55.35894,0.86146,168,96,0,0,0,0,0,121,0.72,0,0
 0  1  8 17  0,0.104222,84.30295053,8190.23,36705.1,56.1837,57.0342,0.84466,216,132,0,0,0,0,0,151,0.7,0,0
 0  1  8 17  1,0.112471,85.39290592,7562.93,36647.8,56.1837,57.0342,0.84334,216,120,0,0,12,0,0,151,0.7,0.03,0.14
 0  1  8 17  2,0.120016,85.40948686,7080.42,36570.4,56.1837,57.0342,0.84156,216,120,0,0,0,12,0,151,0.7,0.03,0.1
 0  1  8 17  3,0.140399,69.53970324,6057.15,36533.9,56.1837,57.0342,0.84072,216,120,0,0,0,0,12,151,0.7,0.03,0.1
 0  1  8 17  4,0.111096,85.10179725,7655.26,36636.5,56.1837,57.0342,0.84308,216,120,0,12,0,0,0,157,0.73,0.03,0.12
 0  1  8 17  5,0.111558,85.56549691,7634.62,36613.9,56.1837,57.0342,0.84256,216,132,0,12,0,0,0,151,0.7,0.03,0.12
 0  1  8 17  6,0.110645,86.30276565,7686.26,36593.9,56.1837,57.0342,0.8421,216,132,12,0,0,0,0,157,0.73,0.03,0.1
 0  1  8 17  7,0.111107,85.25962093,7781.06,36486.1,56.18257,56.61659,0.83962,216,144,12,0,0,0,0,151,0.7,0.03,0.1
 0  1  8 17  8,0.124855,86.35335988,6973.76,36325.3,55.56648,56.26483,0.83592,216,120,12,24,0,0,0,163,0.75,0.1,0.32
 0  1  8 17  9,0.109729,85.56619497,7743.91,36566.9,56.1837,57.0342,0.84148,228,132,0,0,0,0,0,163,0.71,0,0
 0  1  8 18  0,0.0858675,80.13824992,9625.8,40606.8,57.4748,58.30715,0.86516,192,120,0,0,0,0,0,133,0.69,0,0
 0  1  8 18  1,0.0935051,79.58230311,8932.86,40480.1,57.4748,58.30715,0.86246,192,108,0,0,12,0,0,133,0.69,0.04,0.15
 0  1  8 18  2,0.100491,80.07653153,8388.27,40363.7,57.4748,58.21948,0.85998,192,108,0,0,0,12,0,133,0.69,0.04,0.12
 0  1  8 18  3,0.119363,62.12297542,7089.55,40311.2,57.4748,58.11326,0.85886,192,108,0,0,0,0,12,133,0.69,0.04,0.11
 0  1  8 18  4,0.0922319,79.79633719,9067.92,40464.2,57.4748,58.30715,0.86212,192,108,0,12,0,0,0,139,0.72,0.04,0.13
 0  1  8 18  5,0.0926599,82.1772282,9090.84,40489.5,58.13186,58.78904,0.86266,192,120,0,12,0,0,0,133,0.69,0.04,0.13
 0  1  8 18  6,0.0918142,81.19786596,9137.47,40472.6,57.63756,58.46767,0.8623,192,120,12,0,0,0,0,139,0.72,0.04,0.11
 0  1  8 18  7,0.0922421,82.16363142,9157.09,40428.5,58.34171,58.84255,0.86136,192,132,12,0,0,0,0,133,0.69,0.04,0.11
 0  1  8 18  8,0.104971,82.61059513,8176.52,40258.6,58.34171,58.84255,0.85774,192,108,12,24,0,0,0,145,0.76,0.11,0.36
 0  1  8 18  9,0.0909668,82.91573088,9265.74,40406.9,57.63756,58.46767,0.8609,204,120,0,0,0,0,0,145,0.71,0,0
 0  1  8 19  0,0.125612,95.12817745,8429.55,23402.8,42.97052,44.04019,0.8139,168,156,0,0,0,0,0,91,0.54,0,0
 0  1  8 19  1,0.138079,94.25981549,7723.45,23339,42.229,43.31597,0.81168,168,144,0,0,12,0,0,91,0.54,0.04,0.15
 0  1  8 19  2,0.149482,97.05159856,7204.56,23258.5,41.68273,42.76484,0.80888,168,144,0,0,0,12,0,91,0.54,0.04,0.11
 0  1  8 19  3,0.180287,74.19788546,6004.67,23212.5,41.48766,42.56807,0.80728,168,144,0,0,0,0,12,91,0.54,0.04,0.1
 0  1  8 19  4,0.136,95.73841545,7849.56,23321.7,42.13144,43.21759,0.81108,168,144,0,12,0,0,0,97,0.58,0.04,0.13
 0  1  8 19  5,0.136699,95.19829396,7872.97,23255.6,42.91653,43.91,0.80878,168,156,0,12,0,0,0,91,0.54,0.04,0.12
 0  1  8 19  6,0.135319,92.60969278,8024.31,23201.6,43.156,44.17314,0.8069,168,156,12,0,0,0,0,97,0.58,0.04,0.11
 0  1  8 19  7,0.136017,95.9354886,7992.72,23230.3,43.1486,44.08235,0.8079,168,168,12,0,0,0,0,91,0.54,0.03,0.1
 0  1  8 19  8,0.156795,96.74914246,7071.6,23104.9,43.14873,43.88969,0.80354,168,144,12,24,0,0,0,103,0.61,0.1,0.34
 0  1  8 19  9,0.133935,95.08329764,8130.76,23156.1,43.156,44.15042,0.80532,180,156,0,0,0,0,0,103,0.57,0,0
 0  1  8 20  0,0.0777578,77.6532225,10163,42227.1,60.13077,60.9281,0.87076,180,108,0,0,0,0,0,127,0.71,0,0
 0  1  8 20  1,0.0851499,75.47607921,9448.34,42103.9,60.13077,60.9281,0.86822,180,96,0,0,12,0,0,127,0.71,0.04,0.17
 0  1  8 20  2,0.0919113,76.66763503,8894.96,41968.1,60.13077,60.9281,0.86542,180,96,0,0,0,12,0,127,0.71,0.04,0.12
 0  1  8 20  3,0.110176,60.64283254,7447.65,41909.9,60.13077,60.9281,0.86422,180,96,0,0,0,0,12,127,0.71,0.04,0.12
 0  1  8 20  4,0.0839176,76.19788868,9610.75,42084.5,60.13077,60.9281,0.86782,180,96,0,12,0,0,0,133,0.74,0.04,0.15
 0  1  8 20  5,0.0843318,78.02909143,9575.74,42053.5,60.13077,60.9281,0.86718,180,108,0,12,0,0,0,127,0.71,0.04,0.14
 0  1  8 20  6,0.0835133,77.69380271,9612.11,42059.3,60.13077,60.9281,0.8673,180,108,12,0,0,0,0,133,0.74,0.04,0.12
 0  1  8 20  7,0.0839275,77.58234557,9731.54,41985.6,60.13077,60.9281,0.86578,180,120,12,0,0,0,0,127,0.71,0.04,0.12
 0  1  8 20  8,0.0962471,78.6653045,8604.02,41779,60.13077,60.88795,0.86152,180,96,12,24,0,0,0,139,0.77,0.12,0.38
 0  1  8 20  9,0.0826931,77.85832365,9742.03,41984.6,60.13077,60.9281,0.86576,192,108,0,0,0,0,0,139,0.72,0,0
 0  1  8 21  0,0.0931923,81.15643674,8616.96,44050,62.30455,63.07533,0.8573,228,144,0,0,0,0,0,157,0.69,0,0
 0  1  8 21  1,0.100169,80.46480048,7966.6,43975,62.30455,63.07533,0.85584,228,132,0,0,12,0,0,157,0.69,0.03,0.13
 0  1  8 21  2,0.10655,81.41762739,7480.39,43886.6,62.30455,63.07533,0.85412,228,132,0,0,0,12,0,157,0.69,0.03,0.1
 0  1  8 21  3,0.123789,66.10406897,6434.04,43836.2,62.30455,63.07533,0.85314,228,132,0,0,0,0,12,157,0.69,0.03,0.09
 0  1  8 21  4,0.099006,81.56062289,8060.23,43962.6,62.30455,63.07533,0.8556,228,132,0,12,0,0,0,163,0.71,0.03,0.11
 0  1  8 21  5,0.0993969,82.7912018,8061.32,43935.9,62.30455,63.07533,0.85508,228,144,0,12,0,0,0,157,0.69,0.03,0.11
 0  1  8 21  6,0.0986244,82.15709475,8096.58,43915.4,62.30455,63.07533,0.85468,228,144,12,0,0,0,0,163,0.71,0.03,0.09
 0  1  8 21  7,0.0990153,84.17281093,8282.6,43833.2,61.86758,62.54823,0.85308,228,156,12,0,0,0,0,157,0.69,0.03,0.09
 0  1  8 21  8,0.110643,82.71516738,7420.21,43658.5,61.04063,61.8046,0.84968,228,132,12,24,0,0,0,169,0.74,0.09,0.3
 0  1  8 21  9,0.0978503,82.2440394,8151.48,43859.9,62.30455,63.07533,0.8536,240,144,0,0,0,0,0,169,0.7,0,0
 0  1  8 22  0,0.0839073,78.26550333,9549.21,44425.2,62.29047,63.06141,0.86492,204,144,0,0,0,0,0,133,0.65,0,0
 0  1  8 22  1,0.0908865,78.2524415,8842.14,44367.6,62.29047,63.06141,0.8638,204,132,0,0,12,0,0,133,0.65,0.03,0.14
 0  1  8 22  2,0.0972703,79.74422666,8304.5,44278.3,62.29047,63.06141,0.86206,204,132,0,0,0,12,0,133,0.65,0.03,0.1
 0  1  8 22  3,0.114515,64.18725245,7081.1,44242.3,62.29047,63.06141,0.86136,204,132,0,0,0,0,12,133,0.65,0.03,0.1
 0  1  8 22  4,0.0897231,79.38648366,8962.08,44355.3,62.29047,63.06141,0.86356,204,132,0,12,0,0,0,139,0.68,0.03,0.12
 0  1  8 22  5,0.0901141,79.90765012,8933.98,44335.8,62.29047,63.06141,0.86318,204,144,0,12,0,0,0,133,0.65,0.03,0.12
 0  1  8 22  6,0.0893413,79.92111012,9011.07,44329.6,62.29047,63.06141,0.86306,204,144,12,0,0,0,0,139,0.68,0.03,0.1
 0  1  8 22  7,0.0897324,79.76527063,9036.76,44276.2,62.29047,63.06141,0.86202,204,156,12,0,0,0,0,133,0.65,0.03,0.1
 0  1  8 22  8,0.101364,82.12374515,8135.04,44113.9,61.83665,62.59745,0.85886,204,132,12,24,0,0,0,145,0.71,0.1,0.32
 0  1  8 22  9,0.088567,80.87569147,9119.38,44285.4,62.29047,63.06141,0.8622,216,144,0,0,0,0,0,145,0.67,0,0
 0  1  8 23  0,0.079716,76.55637416,9810.99,46790.5,64.08844,64.8387,0.86952,204,132,0,0,0,0,0,139,0.68,0,0
 0  1  8 23  1,0.0863777,76.73505675,9185.06,46668.9,64.08844,64.8387,0.86726,204,120,0,0,12,0,0,139,0.68,0.04,0.14
 0  1  8 23  2,0.0924709,76.62394457,8720.11,46521.5,64.08844,64.8387,0.86452,204,120,0,0,0,12,0,139,0.68,0.04,0.11
 0  1  8 23  3,0.108931,61.54683485,7445.31,46459,64.08844,64.79942,0.86336,204,120,0,0,0,0,12,139,0.68,0.04,0.1
 0  1  8 23  4,0.0852671,76.79443411,9330.52,46653.8,64.08844,64.8387,0.86698,204,120,0,12,0,0,0,145,0.71,0.04,0.12
 0  1  8 23  5,0.0856404,76.13164317,9394.69,46639.9,64.08839,64.83865,0.86672,204,132,0,12,0,0,0,139,0.68,0.03,0.12
 0  1  8 23  6,0.0849028,78.0269175,9450.14,46552.7,64.08844,64.8387,0.8651,204,132,12,0,0,0,0,145,0.71,0.03,0.1
 0  1  8 23  7,0.085276,79.71363877,9438.04,46565.6,64.08844,64.8387,0.86534,204,144,12,0,0,0,0,139,0.68,0.03,0.1
 0  1  8 23  8,0.0963783,78.9890404,8458.32,46372.9,63.84946,64.48112,0.86176,204,120,12,24,0,0,0,151,0.74,0.1,0.33
 0  1  8 23  9,0.0841637,77.16575362,9583.28,46489.2,64.08844,64.8387,0.86392,216,132,0,0,0,0,0,151,0.7,0,0
 0  1  8 24  0,0.0809792,78.20874556,9308.12,51750.6,68.03569,68.74421,0.87152,228,156,0,0,0,0,0,151,0.66,0,0
 0  1  8 24  1,0.0870162,77.33502523,8719.89,51659.1,68.03569,68.74421,0.86998,228,144,0,0,12,0,0,151,0.66,0.03,0.12
 0  1  8 24  2,0.0925381,78.65400528,8277.85,51564.1,68.03569,68.74421,0.86838,228,144,0,0,0,12,0,151,0.66,0.03,0.09
 0  1  8 24  3,0.107455,62.88644118,7140.6,51511.9,68.03569,68.74421,0.8675,228,144,0,0,0,0,12,151,0.66,0.03,0.09
 0  1  8 24  4,0.0860098,78.92756642,8833.84,51644.9,68.03569,68.74421,0.86974,228,144,0,12,0,0,0,157,0.69,0.03,0.11
 0  1  8 24  5,0.0863481,79.70211186,8786.49,51650.8,68.03569,68.74421,0.86984,228,156,0,12,0,0,0,151,0.66,0.03,0.11
 0  1  8 24  6,0.0856796,79.01479287,8888.67,51666.2,68.03569,68.74421,0.8701,228,156,12,0,0,0,0,157,0.69,0.03,0.09
 0  1  8 24  7,0.0860179,80.04870661,8842.81,51577.2,68.03569,68.74421,0.8686,228,168,12,0,0,0,0,151,0.66,0.03,0.09
 0  1  8 24  8,0.0960791,79.98996329,7916.32,51424,68.03569,68.74421,0.86602,228,144,12,24,0,0,0,163,0.71,0.09,0.29
 0  1  8 24  9,0.0850098,79.34114091,8984.03,51619.9,68.02567,68.72764,0.86932,240,156,0,0,0,0,0,163,0.68,0,0
 0  1  8 25  0,0.0820724,75.28369742,9096.71,51602.2,67.81986,68.53054,0.8736,204,132,24,0,0,0,0,151,0.74,0.07,0.2
 0  1  8 25  1,0.0881413,75.70598716,8551.15,51507.7,67.81986,68.53054,0.872,204,120,24,0,12,0,0,151,0.74,0.1,0.33
 0  1  8 25  2,0.0936923,76.170436,8137.79,51414.4,67.81986,68.53054,0.87042,204,120,24,0,0,12,0,151,0.74,0.1,0.3
 0  1  8 25  3,0.108688,61.7788213,7055.98,51363.6,67.81986,68.53054,0.86956,204,120,24,0,0,0,12,151,0.74,0.1,0.29
 0  1  8 25  4,0.0871296,76.59124747,8669.14,51498.2,67.81986,68.53054,0.87184,204,120,24,12,0,0,0,157,0.77,0.1,0.32
 0  1  8 25  5,0.0874696,76.28598385,8640.45,51458.1,67.8199,68.53058,0.87116,204,132,24,12,0,0,0,151,0.74,0.1,0.31
 0  1  8 25  6,0.0867976,76.70434533,8705.84,51477,67.8199,68.53058,0.87148,204,132,36,0,0,0,0,157,0.77,0.1,0.29
 0  1  8 25  7,0.0871377,77.38297087,8784.04,51354.1,67.81986,68.53054,0.8694,204,144,36,0,0,0,0,151,0.74,0.09,0.28
 0  1  8 25  8,0.0972519,78.06870713,7949.27,51169.8,67.81986,68.53054,0.86628,204,120,36,24,0,0,0,163,0.8,0.16,0.5
 0  1  8 25  9,0.0861243,77.64951525,8816.87,51413.2,67.8199,68.53058,0.8704,216,132,24,0,0,0,0,163,0.75,0.06,0.19
 0  1  8 26  0,0.097171,81.79298181,9505.56,31105,50.5791,51.51844,0.84634,156,108,12,0,0,0,0,109,0.7,0.04,0.13
 0  1  8 26  1,0.106925,80.96639275,8741,31014.6,50.5791,51.51844,0.84388,156,96,12,0,12,0,0,109,0.7,0.09,0.3
 0  1  8 26  2,0.115846,82.79960872,8167.94,30902.1,50.5791,51.51844,0.84082,156,96,12,0,0,12,0,109,0.7,0.09,0.26
 0  1  8 26  3,0.139947,63.37683849,6805.82,30853.6,50.5791,51.51844,0.8395,156,96,12,0,0,0,12,109,0.7,0.09,0.25
 0  1  8 26  4,0.105299,82.28988087,8891.05,31002.1,50.5791,51.51844,0.84354,156,96,12,12,0,0,0,115,0.74,0.09,0.28
 0  1  8 26  5,0.105845,82.18258194,8874.16,30972.7,50.5791,51.51844,0.84274,156,108,12,12,0,0,0,109,0.7,0.08,0.27
 0  1  8 26  6,0.104765,82.75740337,8983.87,30951.3,50.5791,51.51844,0.84216,156,108,24,0,0,0,0,115,0.74,0.08,0.25
 0  1  8 26  7,0.105312,84.36323247,9010.72,30899.9,50.5791,51.51844,0.84076,156,120,24,0,0,0,0,109,0.7,0.08,0.24
 0  1  8 26  8,0.121568,84.10826413,7900.33,30697.8,50.5791,51.51844,0.83526,156,96,24,24,0,0,0,121,0.78,0.16,0.52
 0  1  8 26  9,0.103683,82.76490899,9111.75,30899.2,50.5791,51.51844,0.84074,168,108,12,0,0,0,0,121,0.72,0.04,0.12
 0  1  8 27  0,0.100851,84.46614509,9035.73,34217.3,53.81684,54.70274,0.84362,192,156,0,0,0,0,0,115,0.6,0,0
 0  1  8 27  1,0.109689,83.69695746,8254.37,34128.9,53.81684,54.70274,0.84144,192,144,0,0,12,0,0,115,0.6,0.03,0.14
 0  1  8 27  2,0.117773,85.25880514,7662.17,34018.6,53.81684,54.70274,0.83872,192,144,0,0,0,12,0,115,0.6,0.03,0.1
 0  1  8 27  3,0.139611,67.00181195,6452.83,33983.7,53.81684,54.70274,0.83786,192,144,0,0,0,0,12,115,0.6,0.03,0.1
