ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom,gas_sorption,gas_desorption,gas_desor_vstpv,gas_sor_vstpv
 1  3  4 26  5,0.224474,106.5687141,6888.34,8009.53,29.39642,30.13153,0.724,90,54,12,12,0,0,0,70,0.78,0.14,0.46,25.8688776,4.651229006,23.36147157,129.9301857
 1  3  4 26  6,0.220886,108.5492514,7033.74,8004.66,29.39642,30.32986,0.72356,90,54,24,0,0,0,0,76,0.84,0.14,0.43,26.19563246,4.232604509,20.9190669,129.4683183
 1  3  4 26  7,0.222701,108.6648546,7078.61,7935.19,28.27762,29.44942,0.71728,90,66,24,0,0,0,0,70,0.78,0.13,0.4,26.44411224,4.636882025,23.10546118,131.7703158
 1  3  4 26  8,0.276705,106.2196539,5856.4,7740.93,27.44462,28.55663,0.69972,90,42,24,24,0,0,0,82,0.91,0.27,0.87,21.38647768,4.230263972,26.190929,132.4105829
 1  3  4 26  9,0.21729,106.2961213,7204.98,7950.68,29.39642,30.20431,0.71868,102,54,12,0,0,0,0,82,0.8,0.07,0.21,26.74028394,4.877208669,23.71250879,130.0086301
 1  3  4 27  0,0.211494,108.2871458,7198.67,9109.35,30.76942,31.16939,0.71786,126,102,0,0,0,0,0,76,0.6,0,0,28.39589182,5.512919875,26.0883228,134.3754687
 1  3  4 27  1,0.239743,104.772758,6276.8,9013.92,30.76942,31.16939,0.71034,126,90,0,0,12,0,0,76,0.6,0.05,0.21,24.2478489,4.716330244,25.29976987,130.0725278
 1  3  4 27  2,0.265582,105.6885666,5619.4,8915.71,30.76942,31.16939,0.7026,126,90,0,0,0,12,0,76,0.6,0.05,0.16,22.52628134,4.740909762,28.17258864,133.8611553
 1  3  4 27  3,0.335384,78.295281,4438.83,8870.79,30.76942,31.16939,0.69906,126,90,0,0,0,0,12,76,0.6,0.05,0.15,13.17585514,2.742432043,20.57996551,98.87524652
 1  3  4 27  4,0.235034,106.7359251,6390.16,8997.94,30.76942,31.16939,0.70908,126,90,0,12,0,0,0,82,0.65,0.05,0.18,25.40066132,5.104519036,26.84429158,133.5802167
 1  3  4 27  5,0.236617,107.1539923,6344.7,8967.23,30.40121,31.37172,0.70666,126,102,0,12,0,0,0,76,0.6,0.05,0.17,25.52123858,5.281915412,27.96429104,135.1182834
 1  3  4 27  6,0.233489,108.6273609,6388.6,8977.63,30.62084,31.22852,0.70748,126,102,12,0,0,0,0,82,0.65,0.05,0.15,26.3019773,5.509493327,28.78356048,137.4109213
 1  3  4 27  7,0.235072,109.918723,6472.58,8898.7,30.06387,30.89612,0.70126,126,114,12,0,0,0,0,76,0.6,0.05,0.14,26.21144302,5.313461347,27.94762169,137.8663447
 1  3  4 27  8,0.282152,106.9168525,5424.79,8738.56,29.2192,30.30343,0.68864,126,90,12,24,0,0,0,88,0.7,0.14,0.48,21.67924755,4.743802875,29.94857721,136.8654297
 1  3  4 27  9,0.230354,109.801962,6464.97,8922.31,30.62084,31.22852,0.70312,138,102,0,0,0,0,0,88,0.64,0,0,26.71156118,5.4082106,27.87505807,137.67702
 1  3  4 29  0,0.178063,100.0746222,6210.72,23152.1,49.48277,49.63338,0.7814,210,102,12,24,0,0,0,166,0.79,0.1,0.34,29.01115364,3.89322367,15.51134541,115.5859676
 1  3  4 29  1,0.190162,99.51150596,5777.22,23113,49.48277,49.63338,0.78008,210,90,12,24,12,0,0,166,0.79,0.14,0.48,27.17437435,3.786910217,16.11295421,115.6244602
 1  3  4 29  2,0.201228,103.1243919,5444.68,23072.1,49.3018,49.63338,0.7787,210,90,12,24,0,12,0,166,0.79,0.14,0.45,26.72690016,3.823151872,17.21378558,120.3381775
 1  3  4 29  3,0.231123,82.9851241,4736.27,23040.1,49.10228,49.58222,0.77762,210,90,12,24,0,0,12,166,0.79,0.14,0.44,18.62294913,2.576067322,13.32191942,96.30704351
 1  3  4 29  4,0.188145,103.0175874,5838.08,23105.3,49.48277,49.63338,0.77982,210,90,12,36,0,0,0,172,0.82,0.14,0.47,28.43675004,3.965719124,16.69479385,119.7123813
 1  3  4 29  5,0.188823,103.6982722,5844.24,23088.1,48.91861,49.52533,0.77924,210,102,12,36,0,0,0,166,0.79,0.13,0.45,28.60082857,4.056554093,17.13872825,120.8370004
 1  3  4 29  6,0.187483,102.4932531,5829.72,23092.9,49.47037,49.63645,0.7794,210,102,24,24,0,0,0,172,0.82,0.13,0.43,28.48302241,4.050575964,16.99202363,119.4852767
 1  3  4 29  7,0.188161,100.6677699,5931.48,23011.7,47.52993,48.25587,0.77666,210,114,24,24,0,0,0,166,0.79,0.13,0.42,27.92669413,4.015877575,16.90738745,117.5751574
 1  3  4 29  8,0.208325,102.2489953,5399.65,22882.5,46.69251,47.40148,0.7723,210,90,24,48,0,0,0,178,0.85,0.19,0.65,25.78567029,3.849983762,17.94596086,120.1949562
 1  3  4 29  9,0.186141,104.3942628,5870.71,23072.1,49.47582,49.63645,0.7787,222,102,12,24,0,0,0,178,0.8,0.1,0.33,29.14029739,4.075271294,16.97324953,121.3675123
1 3 5 1 0,0.341298,147.4418476,6289.11,1992.44,11.49021,14.24205,0.58766,48,36,6,0,0,0,0,34,0.71,0.07,0.2,23.48217805,4.174920359,31.88220621,179.3240538
1 3 5 1 1,0.447029,131.7704017,5037.93,1892.9,11.49021,14.24205,0.5583,48,24,6,0,12,0,0,34,0.71,0.2,0.73,15.8535003,2.679558392,26.80188573,158.5722874
1 3 5 1 2,0.543738,133.5652595,4287.85,1785.83,11.49021,14.24205,0.52672,48,24,6,0,0,12,0,34,0.71,0.2,0.6,13.48248078,2.504122527,30.46573698,164.0309964
1 3 5 1 3,0.804985,86.76609665,2924.31,1742.23,11.49295,14.24205,0.51386,48,24,6,0,0,0,12,34,0.71,0.2,0.57,5.992156988,1.174944044,21.1627158,107.9288125
1 3 5 1 4,0.429403,138.032645,5267.53,1875.61,11.49294,14.24205,0.5532,48,24,6,12,0,0,0,40,0.83,0.2,0.67,17.55978097,3.19330311,30.68115086,168.7137958
1 3 5 1 5,0.435327,139.6888053,5331.48,1840.21,11.49295,14.24205,0.54276,48,36,6,12,0,0,0,34,0.71,0.18,0.59,18.36425997,4.023255497,39.18859065,178.877396
1 3 5 1 6,0.42362,147.8410268,5525.65,1842.72,11.49021,14.24205,0.5435,48,36,18,0,0,0,0,40,0.83,0.18,0.53,19.69517321,4.09777764,38.84107775,186.6821046
1 3 5 1 7,0.429544,141.2492429,5453.91,1808.82,11.49295,14.1144,0.5335,48,48,18,0,0,0,0,34,0.71,0.16,0.47,19.30097413,4.604537581,44.25477192,185.5040149
1 3 5 1 8,0.605754,133.6250826,4136.11,1653.94,11.23651,13.6512,0.48782,48,24,18,24,0,0,0,46,0.96,0.37,1.21,13.94757075,4.088743241,55.41821812,189.0433007
1 3 5 1 9,0.411889,155.31233,5723.09,1799.66,11.49295,14.24205,0.5308,60,36,6,0,0,0,0,46,0.77,0.06,0.18,21.08849464,4.236189523,39.0410962,194.3534262
1 3 5 2 0,0.410833,129.8276175,5392.52,2555.39,13.30687,15.91164,0.54812,84,60,6,0,0,0,0,58,0.69,0.04,0.12,19.23959919,5.116326694,47.03162847,176.8592459
1 3 5 2 1,0.487724,121.5641634,4627.76,2499.54,12.55448,15.4813,0.53614,84,48,6,0,12,0,0,58,0.69,0.12,0.44,15.5065071,4.367024716,47.65694563,169.2211091
1 3 5 2 2,0.558055,124.1727882,4132.11,2432.4,12.00067,14.93917,0.52174,84,48,6,0,0,12,0,58,0.69,0.12,0.36,14.75295409,4.808452961,60.04112255,184.2139107
1 3 5 2 3,0.748045,85.78542154,3113.08,2404.9,11.80301,14.74102,0.51584,84,48,6,0,0,0,12,58,0.69,0.12,0.34,7.611864862,2.486564315,41.6192116,127.4046331
1 3 5 2 4,0.474906,127.3358885,4767.6,2490.4,12.45555,15.39304,0.53418,84,48,6,12,0,0,0,64,0.76,0.12,0.4,17.07251138,5.089202916,54.07840223,181.4142908
1 3 5 2 5,0.479215,127.3919006,4914.07,2372.26,13.14494,16.11901,0.50884,84,60,6,12,0,0,0,58,0.69,0.11,0.37,16.36194874,4.481167872,48.04940841,175.441309
1 3 5 2 6,0.4707,132.003012,4946.87,2376.64,13.92146,15.81725,0.50978,84,60,18,0,0,0,0,64,0.76,0.11,0.33,16.9883249,4.454800386,46.91793343,178.9209454
1 3 5 2 7,0.475009,129.6103162,4732.05,2340.47,13.60649,15.78165,0.50202,84,72,18,0,0,0,0,58,0.69,0.1,0.31,17.32577575,5.131070613,54.53511804,184.1454342
1 3 5 2 8,0.603156,129.915507,3583.17,2242.66,13.60649,15.78165,0.48104,84,48,18,24,0,0,0,70,0.83,0.24,0.79,13.17183349,3.545411132,47.84787824,177.7633853
1 3 5 2 9,0.462169,129.4966363,5120.71,2319.67,13.92146,15.77034,0.49756,96,60,6,0,0,0,0,70,0.73,0.04,0.11,17.31078365,4.788277667,49.51611539,179.0127516
1 3 5 3 0,0.353993,133.4159327,6370.87,2635.21,14.86761,17.23894,0.56334,72,48,6,0,0,0,0,52,0.72,0.05,0.14,20.77985565,3.935802836,31.17413676,164.5900694
1 3 5 3 1,0.430627,119.5371836,5446.58,2523.22,14.86759,17.23894,0.5394,72,36,6,0,12,0,0,52,0.72,0.14,0.52,15.03887929,2.632777644,25.36774513,144.9049287
1 3 5 3 2,0.500721,112.7841312,4805.25,2399.54,14.86761,17.23894,0.51296,72,36,6,0,0,12,0,52,0.72,0.14,0.43,12.32757454,2.260906096,25.3305581,138.1146894
1 3 5 3 3,0.690072,76.47856652,3517.2,2347.43,14.86759,17.23894,0.50182,72,36,6,0,0,0,12,52,0.72,0.14,0.41,6.126722226,1.173601594,18.12097347,94.59953999
1 3 5 3 4,0.417852,128.5023487,5636.92,2504.13,14.86759,17.23894,0.53532,72,36,6,12,0,0,0,58,0.81,0.14,0.48,16.82370319,3.079418176,28.79105518,157.2934039
1 3 5 3 5,0.422145,120.8908644,5594.9,2483.36,14.86759,17.23894,0.53088,72,48,6,12,0,0,0,52,0.72,0.13,0.43,16.81004896,4.011362341,37.88959565,158.78046
1 3 5 3 6,0.41366,130.9774923,5730.07,2452.49,14.86761,17.23894,0.52428,72,48,18,0,0,0,0,58,0.81,0.13,0.39,17.82244649,3.671460019,33.98198616,164.9594785
1 3 5 3 7,0.417954,120.9495858,5619.6,2433.78,14.86761,16.47201,0.52028,72,60,18,0,0,0,0,52,0.72,0.12,0.36,17.2741321,4.34082853,40.59453253,161.5441183
1 3 5 3 8,0.54567,123.4935543,4459.84,2258.73,14.02972,16.04965,0.48286,72,36,18,24,0,0,0,64,0.89,0.28,0.92,13.36065693,3.246078534,39.6328705,163.1264248
1 3 5 3 9,0.405158,131.1107704,5807.62,2400.75,14.86759,17.23894,0.51322,84,48,6,0,0,0,0,64,0.76,0.04,0.13,18.31081362,3.848175392,34.88556046,165.9963308
1 3 5 4 0,0.383022,123.4387276,6193.36,2450.04,14.89285,16.31224,0.5226,78,60,6,0,0,0,0,52,0.67,0.04,0.12,18.93418161,4.530905408,38.83069315,162.2694208
1 3 5 4 1,0.459486,113.6700218,5196.7,2369.97,14.89285,16.31224,0.50552,78,48,6,0,12,0,0,52,0.67,0.12,0.46,14.43342529,3.377191027,34.72116895,148.3911908
1 3 5 4 2,0.529426,105.3030763,4423.27,2281.08,14.89285,16.31224,0.48656,78,48,6,0,0,12,0,52,0.67,0.12,0.38,12.44266306,3.553326173,42.09269847,147.3957748
1 3 5 4 3,0.718359,73.33316031,3241.99,2249.48,14.89285,16.31224,0.47982,78,48,6,0,0,0,12,52,0.67,0.12,0.36,6.340693902,1.778303589,28.58339889,101.9165592
1 3 5 4 4,0.446739,116.4276508,5330.37,2358.06,14.89285,16.31224,0.50298,78,48,6,12,0,0,0,58,0.74,0.12,0.42,15.61151237,3.963928701,39.62288827,156.050539
1 3 5 4 5,0.451023,112.5005816,5368.21,2319.33,14.89285,16.31224,0.49472,78,60,6,12,0,0,0,52,0.67,0.12,0.38,15.31106284,4.163250465,42.01435072,154.5149324
1 3 5 4 6,0.442557,115.9635718,5524.05,2309.96,14.89285,16.31224,0.49272,78,60,18,0,0,0,0,58,0.74,0.12,0.35,15.67395964,3.963176427,39.24452242,155.2080943
1 3 5 4 7,0.446841,118.641733,5475.19,2264.76,14.88263,16.31224,0.48308,78,72,18,0,0,0,0,52,0.67,0.11,0.32,16.14135245,4.274978271,42.74185381,161.3835867
1 3 5 4 8,0.574275,107.6714849,4315.5,2111.09,14.14539,16.12006,0.4503,78,48,18,24,0,0,0,64,0.82,0.25,0.82,12.13901432,3.759586498,48.3088189,155.9803039
1 3 5 4 9,0.434073,113.9654798,5545.39,2276.77,14.89285,16.31224,0.48564,90,60,6,0,0,0,0,64,0.71,0.04,0.12,15.96809059,4.234143576,41.12394609,155.089426
1 3 5 5 0,0.412743,115.2348633,5424.53,2330.81,14.89528,16.55963,0.49706,84,72,6,0,0,0,0,52,0.62,0.04,0.11,17.1613614,4.683569266,43.25368288,158.4885461
1 3 5 5 1,0.489191,106.2568449,4559.93,2263.28,14.89528,16.55963,0.48266,84,60,6,0,12,0,0,52,0.62,0.11,0.41,13.30470133,3.597097825,39.37287564,145.6297205
1 3 5 5 2,0.559115,99.94945649,3989.06,2189.1,14.89528,16.55963,0.46684,84,60,6,0,0,12,0,52,0.62,0.11,0.33,11.56309978,3.573723692,44.70833978,144.6577963
1 3 5 5 3,0.748008,75.06572226,2934.5,2154.21,14.89528,16.55963,0.4594,84,60,6,0,0,0,12,52,0.62,0.11,0.32,6.307846277,1.822778638,30.50749865,105.5732209
1 3 5 5 4,0.476447,104.053772,4677.37,2251.37,14.89528,16.55963,0.48012,84,60,6,12,0,0,0,58,0.69,0.11,0.37,13.77314335,4.012536864,42.77598905,146.8297611
1 3 5 5 5,0.48073,107.9818738,4748.56,2207.57,14.89528,16.55963,0.47078,84,72,6,12,0,0,0,52,0.62,0.1,0.34,14.39720066,4.358368201,46.88042825,154.862302
1 3 5 5 6,0.472265,108.5491177,4763.75,2204.01,14.89528,16.55963,0.47002,84,72,18,0,0,0,0,58,0.69,0.1,0.31,14.57212056,4.299668831,45.43465088,153.9837686
1 3 5 5 7,0.476549,110.4192783,4715.13,2181.5,14.89528,16.55963,0.46522,84,84,18,0,0,0,0,52,0.62,0.1,0.29,14.74489197,4.389395758,46.80354298,157.2228213
1 3 5 5 8,0.603956,104.0215471,3743,2052.74,14.89243,16.39746,0.43776,84,60,18,24,0,0,0,64,0.76,0.23,0.74,11.34738262,3.649849245,49.32267865,153.3442257
1 3 5 5 9,0.463783,103.6126646,4767.75,2180.28,14.89528,16.55963,0.46496,96,72,6,0,0,0,0,64,0.67,0.03,0.1,14.4152311,4.430609997,45.97743895,149.5901035
1 3 5 6 0,0.258431,117.5774911,7236.22,6151.67,24.35323,25.95446,0.65854,108,72,6,0,0,0,0,76,0.7,0.03,0.1,24.54536265,4.211815221,24.35456324,141.9320544
1 3 5 6 1,0.296806,113.3925936,6459.44,6037.89,24.35323,25.95446,0.64636,108,60,6,0,12,0,0,76,0.7,0.1,0.35,20.79809387,3.723688619,24.72933634,138.1219299
1 3 5 6 2,0.331907,112.0521352,5893.43,5912.35,24.35323,25.95446,0.63292,108,60,6,0,0,12,0,76,0.7,0.1,0.29,18.53731205,3.449116751,25.61478618,137.6669214
1 3 5 6 3,0.426727,81.24593367,4615.79,5857.04,24.35323,25.95446,0.627,108,60,6,0,0,0,12,76,0.7,0.1,0.28,10.51961126,2.01048273,19.1962721,100.4422058
1 3 5 6 4,0.290409,114.9486363,6624.2,6015.47,24.35323,25.95446,0.64396,108,60,6,12,0,0,0,82,0.76,0.1,0.32,21.56577389,3.875794609,25.18472735,140.1333637
1 3 5 6 5,0.292559,116.6619091,6604.23,5980.91,24.35462,25.96787,0.64026,108,72,6,12,0,0,0,76,0.7,0.09,0.3,22.49947969,4.677777252,30.62100415,147.2829132
1 3 5 6 6,0.28831,116.742186,6739.9,5975.31,24.35259,25.94519,0.63966,108,72,18,0,0,0,0,82,0.76,0.09,0.27,22.37447818,4.277682319,27.59527095,144.337457
1 3 5 6 7,0.29046,119.630829,6771.06,5924.49,24.10442,25.32398,0.63422,108,84,18,0,0,0,0,76,0.7,0.09,0.26,23.00539022,4.598079165,29.88334475,149.5141737
1 3 5 6 8,0.354416,115.393621,5730.64,5742.15,23.25446,24.95141,0.6147,108,60,18,24,0,0,0,88,0.81,0.2,0.66,18.58493758,4.033628889,31.98716027,147.3807813
1 3 5 6 9,0.284052,117.1110464,6894.85,5925.24,24.35518,25.8471,0.6343,120,72,6,0,0,0,0,88,0.73,0.03,0.09,22.85364801,4.427541299,28.14018188,145.2512282
1 3 5 7 0,0.634648,101.8135233,1896.96,1915.72,15.63661,17.49688,0.38326,144,96,6,0,0,0,0,100,0.69,0.02,0.07,11.77118307,4.601398228,65.3415097,167.155033
1 3 5 7 1,0.696767,104.0813081,1722.52,1957.62,15.79893,17.5966,0.38632,144,84,6,0,12,0,0,100,0.69,0.07,0.27,10.93158597,4.255548884,66.34521184,170.42652
1 3 5 7 2,0.761473,103.9323371,1555.45,1956.1,15.79893,17.5966,0.38602,144,84,6,0,0,12,0,100,0.69,0.07,0.22,10.34988966,4.249890762,72.41002609,176.3423632
1 3 5 7 3,0.936269,77.31389116,1256.49,1953.46,15.79893,17.5966,0.3855,144,84,6,0,0,0,12,100,0.69,0.07,0.21,6.350420196,2.659875582,55.72221794,133.0361091
1 3 5 7 4,0.684974,99.27108564,1751.99,1957.62,15.79893,17.5966,0.38632,144,84,6,12,0,0,0,106,0.74,0.07,0.24,10.94814073,4.471016057,68.52463713,167.7957228
1 3 5 7 5,0.688938,100.7541102,1732.81,1957.62,15.79893,17.5966,0.38632,144,96,6,12,0,0,0,100,0.69,0.07,0.23,11.37258723,4.836524612,74.55554855,175.3096588
1 3 5 7 6,0.681104,101.3648459,1750.45,1957.62,15.79893,17.5966,0.38632,144,96,18,0,0,0,0,106,0.74,0.07,0.21,11.10805784,4.456742996,67.91996435,169.2848103
1 3 5 7 7,0.685068,104.8619811,1736.42,1957.62,15.79893,17.63714,0.38632,144,108,18,0,0,0,0,100,0.69,0.07,0.2,11.53727259,4.696298449,71.9872856,176.8492667
1 3 5 7 9,0.673255,103.1448033,1754.29,1956.5,15.79893,17.5966,0.3861,156,96,6,0,0,0,0,112,0.72,0.02,0.07,11.53252717,4.685511259,70.58346933,173.7282727
1 3 5 9 0,0.431284,120.2218638,4845.48,2361.79,15.63115,17.61778,0.47274,96,60,6,0,0,0,0,70,0.73,0.04,0.11,17.59535979,5.137206158,49.57432037,169.7961842
1 3 5 9 1,0.503038,112.9684269,4042.57,2303.64,15.63115,17.61778,0.4611,96,48,6,0,12,0,0,70,0.73,0.11,0.41,13.84509087,3.808415896,42.86586485,155.8342918
1 3 5 9 2,0.568669,107.6751527,3019.58,2195.02,15.6308,17.48264,0.43936,96,48,6,0,0,12,0,70,0.73,0.11,0.33,12.24407056,3.781749187,48.11923387,155.7943866
1 3 5 9 3,0.745962,79.45408454,2292.86,2174.34,15.62461,17.35417,0.43522,96,48,6,0,0,0,12,70,0.73,0.11,0.32,6.731069522,1.97078298,32.89439745,112.348482
1 3 5 9 4,0.491076,107.2581712,4097.4,2292.75,15.63115,17.61778,0.45892,96,48,6,12,0,0,0,76,0.79,0.11,0.37,14.10969743,4.348226839,47.77793001,155.0361012
1 3 5 9 5,0.495097,107.9592808,4257.08,2217.21,15.6255,17.06962,0.4438,96,60,6,12,0,0,0,70,0.73,0.1,0.34,14.13157622,4.386095649,48.58864868,156.5479294
1 3 5 9 6,0.487152,110.4291073,4137.39,2258.17,15.63115,17.61778,0.452,96,60,18,0,0,0,0,76,0.79,0.1,0.31,14.9287928,4.797785135,52.29639018,162.7254976
1 3 5 9 7,0.491172,102.9119161,4559.71,2145.46,15.63115,16.38328,0.42944,96,72,18,0,0,0,0,70,0.73,0.1,0.29,13.45468492,4.090593703,44.95586667,147.8677828
1 3 5 9 8,0.610756,92.6717946,3628.57,2021.06,14.95572,16.0309,0.40454,96,48,18,24,0,0,0,82,0.85,0.23,0.74,10.35515627,3.57384931,48.83940975,141.5112044
1 3 5 9 9,0.47919,111.315827,3617.32,2191.33,15.6311,17.59009,0.43862,108,60,6,0,0,0,0,82,0.76,0.03,0.1,15.57705004,5.195008963,55.70067721,167.0165042
 1  3  5 10  0,0.384456,113.0142256,5813.03,2576.96,15.59794,17.90107,0.51726,84,60,6,0,0,0,0,58,0.69,0.04,0.12,17.30122556,4.163504319,35.8155884,148.829814
 1  3  5 10  1,0.456412,114.007695,4809.49,2518.28,15.59798,17.90107,0.50548,84,48,6,0,12,0,0,58,0.69,0.12,0.44,14.54214301,3.378378082,34.50100397,148.508699
 1  3  5 10  2,0.522227,113.8457735,4102.96,2458.29,15.59799,17.70317,0.49344,84,48,6,0,0,12,0,58,0.69,0.12,0.36,13.23784621,3.494880758,40.83740266,154.6831762
 1  3  5 10  3,0.700019,79.49314604,3041.88,2433.88,15.598,17.57183,0.48854,84,48,6,0,0,0,12,58,0.69,0.12,0.34,6.917774586,1.842571453,28.86028357,108.3534296
 1  3  5 10  4,0.444416,111.9412756,4917.34,2509.21,15.59798,17.90107,0.50366,84,48,6,12,0,0,0,64,0.76,0.12,0.4,15.30492182,4.047624469,40.24911418,152.1903898
 1  3  5 10  5,0.448448,117.0016617,5295.68,2357.86,15.09505,16.68178,0.47328,84,60,6,12,0,0,0,58,0.69,0.11,0.37,15.41929802,3.758896371,37.71715028,154.7188119
 1  3  5 10  6,0.440481,110.935411,4961.75,2477.12,15.59798,17.90107,0.49722,84,60,18,0,0,0,0,64,0.76,0.11,0.33,15.25979122,4.003985484,39.46263696,150.398048
 1  3  5 10  7,0.444512,114.3275276,5792.63,2320.79,12.89064,15.90657,0.46584,84,72,18,0,0,0,0,58,0.69,0.1,0.31,15.83513401,4.340347898,43.16924557,157.4967733
 1  3  5 10  8,0.564432,115.7367772,4651.94,2156.09,12.03894,15.03233,0.43278,84,48,18,24,0,0,0,70,0.83,0.24,0.79,12.91634852,3.752174466,47.38720341,163.1239806
 1  3  5 10  9,0.432497,110.9707551,4978.96,2453.11,15.59024,17.78585,0.4924,96,60,6,0,0,0,0,70,0.73,0.04,0.11,15.89194908,4.424706126,42.81874743,153.7895025
 1  3  5 11  0,0.33539,121.6637713,6402.49,2925.76,15.63121,17.93149,0.58562,60,36,18,0,0,0,0,52,0.87,0.16,0.47,19.36998188,3.157677941,23.69650904,145.3602803
 1  3  5 11  1,0.407142,112.0579209,5568.9,2808.75,15.63121,17.93149,0.5622,60,24,18,0,12,0,0,52,0.87,0.26,0.89,14.61370223,2.3129909,21.07105388,133.1289747
 1  3  5 11  2,0.472773,109.094978,5016.44,2676.06,15.63122,17.93149,0.53564,60,24,18,0,0,12,0,52,0.87,0.26,0.79,12.35575699,2.042741621,21.60889363,130.7038716
 1  3  5 11  3,0.650065,73.77898018,3667.58,2619.3,15.63121,17.8858,0.52428,60,24,18,0,0,0,12,52,0.87,0.26,0.77,6.102656807,1.030304201,14.98610194,88.76508211
 1  3  5 11  4,0.395181,118.8365308,5777.36,2788.47,15.63122,17.93149,0.55814,60,24,18,12,0,0,0,58,0.97,0.26,0.84,16.16326616,2.723630938,24.08300869,142.9195395
 1  3  5 11  5,0.399201,123.5218005,5621.07,2786.67,15.63121,17.75241,0.55778,60,36,18,12,0,0,0,52,0.87,0.24,0.76,17.26772513,3.438891074,30.71683524,154.2386358
 1  3  5 11  6,0.391256,126.5552181,5793.92,2779.37,15.63122,17.93149,0.55632,60,36,30,0,0,0,0,58,0.97,0.24,0.71,17.72894291,3.272793826,28.65141569,155.2066339
 1  3  5 11  7,0.395277,120.2729591,5776.81,2730.31,15.42604,17.39454,0.5465,60,48,30,0,0,0,0,52,0.87,0.22,0.65,17.22867007,3.629887695,32.10414892,152.3771081
 1  3  5 11  8,0.514859,117.6719774,4624.11,2550.16,14.57699,17.01859,0.51044,60,24,30,24,0,0,0,64,1.07,0.39,1.26,13.34893107,3.134402805,36.10850801,153.7804853
 1  3  5 11  9,0.383295,123.9523005,6017.38,2712.33,15.63121,17.93149,0.5429,72,36,18,0,0,0,0,64,0.89,0.14,0.43,17.84331708,3.390416686,29.07720502,153.0295055
 1  3  5 12  0,0.283829,131.4513324,7198.07,3051.48,15.61932,17.92056,0.6114,60,48,6,0,0,0,0,40,0.67,0.05,0.16,24.72823471,4.029595365,25.5908454,157.0421778
 1  3  5 12  1,0.355654,124.0505989,5886.52,2967.73,15.61931,17.92056,0.59462,60,36,6,0,12,0,0,40,0.67,0.16,0.58,18.65766519,3.069150374,24.42374701,148.4743459
 1  3  5 12  2,0.421351,121.7683035,5094.73,2860.52,15.61929,17.92056,0.57314,60,36,6,0,0,12,0,40,0.67,0.16,0.47,15.85281637,2.936942407,27.68891174,149.4572152
 1  3  5 12  3,0.598822,82.11120922,3621.17,2816.2,15.6135,17.90267,0.56426,60,36,6,0,0,0,12,40,0.67,0.16,0.45,7.609232974,1.480957593,19.84297558,101.9541848
 1  3  5 12  4,0.343681,132.2467385,6116.36,2952.36,15.61931,17.92056,0.59154,60,36,6,12,0,0,0,46,0.77,0.16,0.53,20.87518632,3.677777369,28.28182217,160.5285606
 1  3  5 12  5,0.347705,133.3930929,6297.85,2900.45,15.61249,17.89923,0.58114,60,48,6,12,0,0,0,40,0.67,0.14,0.48,21.77682094,4.631091008,36.02970277,169.4227957
 1  3  5 12  6,0.339752,131.5554517,6472.81,2887.97,15.61929,17.92056,0.57864,60,48,18,0,0,0,0,46,0.77,0.14,0.43,21.13341107,3.828060559,29.10095554,160.6564072
 1  3  5 12  7,0.343777,124.3679377,6128.79,2898.25,15.61931,17.92056,0.5807,60,60,18,0,0,0,0,40,0.67,0.13,0.39,20.33096892,4.162638073,32.01930473,156.3872424
 1  3  5 12  8,0.46348,127.1241908,4629.27,2747.53,15.61929,17.92056,0.5505,60,36,18,24,0,0,0,52,0.87,0.3,1,15.65593473,3.397619774,35.23483172,162.3590226
 1  3  5 12  9,0.331783,137.3418694,6645.51,2846.75,15.61931,17.92056,0.57038,72,48,6,0,0,0,0,52,0.72,0.05,0.14,22.56236143,4.061906972,30.15438881,167.4962582
 1  3  5 13  0,0.251846,126.6861658,7682.17,3643.63,17.07493,19.25404,0.64778,60,48,6,0,0,0,0,40,0.67,0.05,0.16,26.33655612,3.854930722,21.722913,148.4090788
 1  3  5 13  1,0.315578,116.5507912,6386.3,3540.58,17.07493,19.25404,0.62946,60,36,6,0,12,0,0,40,0.67,0.16,0.58,19.38688951,2.880880462,20.34222181,136.893013
 1  3  5 13  2,0.373871,112.5387975,5580.15,3424.6,17.07493,19.25404,0.60884,60,36,6,0,0,12,0,40,0.67,0.16,0.47,16.09228072,2.639438058,22.08003116,134.6188287
 1  3  5 13  3,0.531344,74.64380557,3972.15,3372.18,17.07493,19.25404,0.59952,60,36,6,0,0,0,12,40,0.67,0.16,0.45,7.587664751,1.309227411,15.56529292,90.20909849
 1  3  5 13  4,0.304953,122.8568107,6647.63,3521.01,17.07493,19.25404,0.62598,60,36,6,12,0,0,0,46,0.77,0.16,0.53,21.53276207,3.527481255,24.06933284,146.9261435
 1  3  5 13  5,0.308524,124.4356433,6637.13,3491.65,17.07493,19.25404,0.62076,60,48,6,12,0,0,0,40,0.67,0.14,0.48,21.93279343,3.907206438,26.97253337,151.4081767
 1  3  5 13  6,0.301467,126.1772695,6886.25,3476.12,17.07493,19.25404,0.618,60,48,18,0,0,0,0,46,0.77,0.14,0.43,22.64739972,3.941658673,26.5879725,152.765242
