ID,density,gas_v_stp_v,surface,volum_access,PLD,LCD,valfraction,C,H,N,O,F,Cl,Br,total_unsaturation,per_c_unsaturation,electric_atom_to_total,weighted_electric_per_atom,gas_sorption,gas_desorption,gas_desor_vstpv,gas_sor_vstpv
0 1 7 9 2,0.26504,115.1256032,5764.37,7687.56,27.52184,27.65072,0.6976,108,36,0,0,0,12,0,85,0.79,0.08,0.23,22.72362311,3.310559933,19.63266722,134.7582704
0 1 7 9 3,0.345416,83.12443695,4446.87,7651.63,27.32531,27.64668,0.69434,108,36,0,0,0,0,12,85,0.79,0.08,0.22,12.57858176,1.823348397,14.09219156,97.21662848
0 1 7 9 4,0.229863,115.254671,6591.69,7757.87,27.5472,27.88865,0.70398,108,36,0,12,0,0,0,91,0.84,0.08,0.27,26.12305333,3.714024408,19.10206207,134.3567331
0 1 7 9 5,0.231686,117.5627656,6649.4,7706.07,27.29338,28.26347,0.69928,108,48,0,12,0,0,0,85,0.79,0.07,0.25,26.57266054,3.894721969,20.19029571,137.7530613
0 1 7 9 6,0.228084,119.3908775,6691.31,7719.08,27.5472,27.88865,0.70046,108,48,12,0,0,0,0,91,0.84,0.07,0.21,26.98601876,3.591727345,18.33009052,137.720968
0 1 7 9 7,0.229906,118.9117826,6925.93,7616.15,25.69518,27.2431,0.69112,108,60,12,0,0,0,0,85,0.79,0.07,0.2,26.98067473,3.864915826,19.8818491,138.7936316
0 1 7 9 8,0.28412,121.1317287,5828.08,7451.51,24.8495,26.59175,0.67618,108,36,12,24,0,0,0,97,0.9,0.2,0.67,22.44780323,3.393648768,21.57422114,142.7059499
0 1 7 9 9,0.224475,121.1181671,6825.73,7682.93,27.5472,27.74203,0.69718,120,48,0,0,0,0,0,97,0.81,0,0,28.09171634,3.977403995,19.97717682,141.0953439
 0  1  7 10  0,0.181484,107.2332467,8864.03,7988.79,25.51696,27.25601,0.72672,96,48,0,0,0,0,0,73,0.76,0,0,29.97398919,3.566647516,14.48321446,121.7164611
 0  1  7 10  1,0.214093,104.579924,7596.01,7883.26,24.81462,26.5297,0.71712,96,36,0,0,12,0,0,73,0.76,0.08,0.33,24.91323153,3.081940152,14.7636281,119.3435521
 0  1  7 10  2,0.243921,109.7359813,6734.18,7764.97,24.27589,25.97565,0.70636,96,36,0,0,0,12,0,73,0.76,0.08,0.25,22.90917896,2.802819998,15.29716063,125.0331419
 0  1  7 10  3,0.324495,74.05964718,5096.41,7713.3,24.08371,25.7757,0.70166,96,36,0,0,0,0,12,73,0.76,0.08,0.23,11.75631206,1.556146954,11.29861068,85.35825786
 0  1  7 10  4,0.208657,109.4062609,7792.24,7863.25,24.71836,26.43065,0.7153,96,36,0,12,0,0,0,79,0.82,0.08,0.29,26.8264268,3.392623027,15.83926381,125.2455247
 0  1  7 10  5,0.210484,109.3656568,7908.09,7820.6,25.16284,26.93411,0.71142,96,48,0,12,0,0,0,73,0.76,0.08,0.27,26.7501938,3.528416857,16.61748917,125.9831459
 0  1  7 10  6,0.206874,112.9715414,7924.54,7820.82,24.66061,26.37036,0.71144,96,48,12,0,0,0,0,79,0.82,0.08,0.23,27.75634399,3.350337928,15.5081843,128.4797257
 0  1  7 10  7,0.208701,111.7809379,8279.26,7754.42,22.95011,24.86667,0.7054,96,60,12,0,0,0,0,73,0.76,0.07,0.21,27.41185264,3.474462863,16.2247731,128.005711
 0  1  7 10  8,0.263048,118.666761,6712.13,7582.27,22.11777,24.00377,0.68974,96,36,12,24,0,0,0,85,0.89,0.21,0.71,23.29594896,3.134225362,18.44725081,137.1140118
 0  1  7 10  9,0.203255,113.4654011,8104.1,7771.57,24.37203,26.07562,0.70696,108,48,0,0,0,0,0,85,0.79,0,0,28.6112593,3.662107415,16.65477402,130.1201751
 0  1  7 11  0,0.159282,98.86995993,8934.06,8466.28,27.57148,28.44189,0.76826,72,24,12,0,0,0,0,67,0.93,0.11,0.33,31.09693835,3.355355934,11.95836279,110.8283227
 0  1  7 11  1,0.191812,93.37317986,7762.06,8340.21,27.57148,28.44189,0.75682,72,12,12,0,12,0,0,67,0.93,0.22,0.78,24.49148341,2.735438449,11.74002843,105.1132083
 0  1  7 11  2,0.221566,98.94530476,7012.29,8198.94,27.52252,28.04894,0.744,72,12,12,0,0,12,0,67,0.93,0.22,0.67,22.62392538,2.665528921,13.21456721,112.159872
 0  1  7 11  3,0.301942,68.40513315,5203.07,8140.09,27.32598,27.85412,0.73866,72,12,12,0,0,0,12,67,0.93,0.22,0.64,11.47344962,1.348363228,9.109548562,77.51468174
 0  1  7 11  4,0.186389,98.26582963,8042.87,8318.17,27.57148,28.43929,0.75482,72,12,12,12,0,0,0,73,1.01,0.22,0.72,26.59953578,3.037336817,12.6671718,110.9330014
 0  1  7 11  5,0.188212,104.3434022,7960.57,8295.25,26.96978,28.26702,0.75274,72,24,12,12,0,0,0,67,0.93,0.2,0.65,27.93518474,3.158040129,13.29937959,117.6427818
 0  1  7 11  6,0.18461,101.3256479,8142.15,8289.08,27.34467,28.24639,0.75218,72,24,24,0,0,0,0,73,1.01,0.2,0.6,27.75540449,3.225393695,13.32307224,114.6487202
 0  1  7 11  7,0.186432,102.9175769,8313.19,8211.06,26.14242,27.79072,0.7451,72,36,24,0,0,0,0,67,0.93,0.18,0.55,27.91688837,3.244984405,13.53628534,116.4538622
 0  1  7 11  8,0.240646,109.1684018,6762.42,7982.94,25.29579,27.01159,0.7244,72,12,24,24,0,0,0,79,1.1,0.36,1.18,23.16043846,2.885857945,15.53889115,124.707293
 0  1  7 11  9,0.181,103.4282893,8459.27,8226.49,27.30774,28.05951,0.7465,84,24,12,0,0,0,0,79,0.94,0.1,0.3,29.00963807,3.471199608,14.05803405,117.4863234
 0  1  7 12  0,0.135898,97.95992619,9970.55,8609.85,27.53385,28.75418,0.78198,72,36,0,0,0,0,0,55,0.76,0,0,36.08931225,3.873509605,11.77834118,109.7382674
 0  1  7 12  1,0.168456,96.64475915,8302.14,8510.76,27.53385,28.71193,0.77298,72,24,0,0,12,0,0,55,0.76,0.11,0.44,28.82459006,3.184154637,12.00181872,108.6465779
 0  1  7 12  2,0.198236,99.64203658,7316.07,8389.86,27.45647,28.18817,0.762,72,24,0,0,0,12,0,55,0.76,0.11,0.33,25.49052431,3.02618544,13.4228424,113.064879
 0  1  7 12  3,0.278684,68.42780453,5285.06,8337.45,27.26046,27.99049,0.75724,72,24,0,0,0,0,12,55,0.76,0.11,0.31,12.36825649,1.394529715,8.695733793,77.12353833
 0  1  7 12  4,0.163029,100.558452,8630.65,8494.68,27.53385,28.6256,0.77152,72,24,0,12,0,0,0,61,0.85,0.11,0.39,31.02491637,3.458057262,12.61430922,113.1727612
 0  1  7 12  5,0.164853,104.3901969,8714.11,8438.97,27.12746,28.38939,0.76646,72,36,0,12,0,0,0,55,0.76,0.1,0.35,32.00336739,3.702715845,13.65789178,118.0480887
 0  1  7 12  6,0.161248,104.1498513,8957.38,8444.25,27.43906,28.52125,0.76694,72,36,12,0,0,0,0,61,0.85,0.1,0.3,32.41681063,3.550060729,12.8084491,116.9583004
 0  1  7 12  7,0.163072,106.5769183,9089.98,8374.23,25.72155,27.34771,0.76058,72,48,12,0,0,0,0,55,0.76,0.09,0.27,33.02691064,3.817867308,13.93049843,120.5074168
 0  1  7 12  8,0.217333,112.5971495,7272.15,8149.4,24.87426,26.49712,0.74016,72,24,12,24,0,0,0,67,0.93,0.27,0.91,26.15738709,3.002893159,14.60266033,127.1998098
 0  1  7 12  9,0.157635,107.2440287,9229.41,8390.08,27.43906,28.21791,0.76202,84,36,0,0,0,0,0,67,0.8,0,0,34.22935875,3.823726304,13.4867056,120.7307343
 0  1  7 13  0,0.122369,94.11724646,10245.3,9799.7,29.3104,30.5676,0.80144,72,36,0,0,0,0,0,55,0.76,0,0,38.28257157,3.908468577,10.70149526,104.8187417
 0  1  7 13  1,0.151686,91.57178211,8524.21,9685,29.3104,30.47766,0.79206,72,24,0,0,12,0,0,55,0.76,0.11,0.44,30.16933919,3.188854991,10.82297605,102.3947582
 0  1  7 13  2,0.178501,94.02673132,7516.46,9549.27,29.21093,29.92269,0.78096,72,24,0,0,0,12,0,55,0.76,0.11,0.33,26.66276698,3.120718071,12.46411987,106.4908512
 0  1  7 13  3,0.25094,66.41882181,5428.01,9492.54,29.01553,29.73471,0.77632,72,24,0,0,0,0,12,55,0.76,0.11,0.31,13.23484946,1.405663863,7.892558354,74.31138014
 0  1  7 13  4,0.146799,93.34086259,8860.27,9663.24,29.3104,30.37873,0.79028,72,24,0,12,0,0,0,61,0.85,0.11,0.39,32.00345036,3.586184852,11.77937361,105.1202362
 0  1  7 13  5,0.148441,100.5116986,8909.83,9629,29.05347,30.24897,0.78748,72,36,0,12,0,0,0,55,0.76,0.1,0.35,33.88137096,3.61946249,12.0216583,112.5333569
 0  1  7 13  6,0.145195,97.88649747,9144.49,9622.4,29.2717,30.30953,0.78694,72,36,12,0,0,0,0,61,0.85,0.1,0.3,33.71107925,3.580692923,11.63282425,109.5193217
 0  1  7 13  7,0.146838,103.4384396,9220.89,9563.21,27.44511,29.08735,0.7821,72,48,12,0,0,0,0,55,0.76,0.09,0.27,35.3973549,3.914285106,12.8604849,116.2989245
 0  1  7 13  8,0.195697,105.3228762,7341.04,9351.19,26.61062,28.23081,0.76476,72,24,12,24,0,0,0,67,0.93,0.27,0.91,27.09994406,3.046785468,13.34112556,118.6640018
 0  1  7 13  9,0.141942,98.08996563,9483.82,9564.44,29.16308,30.0115,0.7822,84,36,0,0,0,0,0,67,0.8,0,0,34.68765098,3.802677391,12.07721592,110.1671816
 0  1  7 14  0,0.146251,100.9154444,8938.73,11909.9,33.40981,33.95486,0.77956,108,48,0,0,0,0,0,85,0.79,0,0,34.530087,3.69164953,12.08052299,112.9959674
 0  1  7 14  1,0.169715,96.30870831,7607.09,11821.3,33.40981,33.95486,0.77376,108,36,0,0,12,0,0,85,0.79,0.08,0.31,28.6752273,3.313495717,12.58267762,108.8913859
 0  1  7 14  2,0.191177,103.0636666,6682.2,11730.5,33.31608,33.53502,0.76782,108,36,0,0,0,12,0,85,0.79,0.08,0.23,27.19062612,3.096924985,13.24746424,116.3111309
 0  1  7 14  3,0.249154,74.12777964,5130.01,11694.5,33.12122,33.43615,0.76546,108,36,0,0,0,0,12,85,0.79,0.08,0.22,15.04539252,1.748605877,9.748240281,83.87601994
 0  1  7 14  4,0.165803,100.935703,7772.41,11807.2,33.40981,33.95486,0.77284,108,36,0,12,0,0,0,91,0.84,0.08,0.27,30.84957631,3.642241569,13.51224648,114.4479495
 0  1  7 14  5,0.167118,105.2861721,7701.63,11795.6,32.97372,33.89475,0.77208,108,48,0,12,0,0,0,85,0.79,0.07,0.25,31.87629854,3.71960338,13.90869203,119.1948641
 0  1  7 14  6,0.16452,99.2116405,7795.58,11792.9,33.33343,33.8962,0.7719,108,48,12,0,0,0,0,91,0.84,0.07,0.21,30.46244343,3.511280953,12.92559992,112.1372404
 0  1  7 14  7,0.165835,103.6345136,7945.77,11725.6,32.31963,33.59075,0.7675,108,60,12,0,0,0,0,85,0.79,0.07,0.2,31.77368159,3.844269733,14.26449744,117.899011
 0  1  7 14  8,0.20494,107.0290019,6509.19,11547.5,31.48086,32.888,0.75584,108,36,12,24,0,0,0,97,0.9,0.2,0.67,26.55385969,3.213458548,14.73553342,121.7645353
 0  1  7 14  9,0.161916,101.2292301,7921.6,11744.6,33.24316,33.66738,0.76874,120,48,0,0,0,0,0,97,0.81,0,0,31.89063262,3.949131147,14.30730221,115.5365324
 0  1  7 15  0,0.159436,101.3534275,7799.47,13199.4,35.74109,36.09289,0.76998,132,60,0,0,0,0,0,103,0.78,0,0,32.20691459,3.795973337,13.54178677,114.8952143
 0  1  7 15  1,0.180348,100.1498299,6845.62,13122.9,35.74109,36.09289,0.76552,132,48,0,0,12,0,0,103,0.78,0.06,0.25,28.26074841,3.442423958,13.89127516,114.0411051
 0  1  7 15  2,0.199475,105.8907116,6192.53,13024.2,35.74109,35.89504,0.75976,132,48,0,0,0,12,0,103,0.78,0.06,0.19,26.86027295,3.135450815,13.99441969,119.8851313
 0  1  7 15  3,0.251145,76.8578207,4928.95,12986.1,35.6245,35.78127,0.75754,132,48,0,0,0,0,12,103,0.78,0.06,0.18,15.7135823,2.036385321,11.44329047,88.30111115
 0  1  7 15  4,0.176862,103.8830874,6976.05,13107.5,35.74109,36.09289,0.76462,132,48,0,12,0,0,0,109,0.83,0.06,0.22,29.79907857,3.54819725,14.04134514,117.9244325
 0  1  7 15  5,0.178033,105.7288309,7000.9,13092.1,35.32432,36.09019,0.76372,132,60,0,12,0,0,0,103,0.78,0.06,0.21,30.29547714,3.753914289,14.95379044,120.6826213
 0  1  7 15  6,0.175718,106.3820575,7028.2,13099.6,35.60895,36.09631,0.76416,132,60,12,0,0,0,0,109,0.83,0.06,0.18,30.96414206,3.906764238,15.36030654,121.742364
 0  1  7 15  7,0.17689,107.326737,7188.7,13013.2,33.74185,35.10779,0.75912,132,72,12,0,0,0,0,103,0.78,0.06,0.17,30.90498754,3.788201389,14.99349119,122.3202282
 0  1  7 15  8,0.211741,111.9070826,6107.78,12850.7,32.91362,34.2498,0.74964,132,48,12,24,0,0,0,115,0.87,0.17,0.56,27.03078558,3.410443321,16.15779984,128.0648824
 0  1  7 15  9,0.173398,108.3394154,7149.23,13054,35.60895,36.01539,0.7615,144,60,0,0,0,0,0,115,0.8,0,0,31.71072881,3.786835121,14.69220259,123.031618
 0  1  7 16  0,0.0938865,80.91267179,10890.3,15401.8,37.07611,38.00378,0.8429,84,24,0,0,0,0,0,73,0.87,0,0,42.7666296,4.250116369,8.928333383,89.84100518
 0  1  7 16  1,0.113505,78.48432656,9333.89,15277.9,37.07611,38.00378,0.83612,84,12,0,0,12,0,0,73,0.87,0.11,0.44,34.42616496,3.523102811,8.947603645,87.43193021
 0  1  7 16  2,0.13145,82.54209415,8352.68,15131.7,36.97024,37.50811,0.82812,84,12,0,0,0,12,0,73,0.87,0.11,0.33,31.03891299,2.974984522,8.750074059,91.2921682
 0  1  7 16  3,0.179924,56.13217291,6186.91,15066.7,36.77583,37.31247,0.82456,84,12,0,0,0,0,12,73,0.87,0.11,0.31,15.53494105,1.591937791,6.408872298,62.5410452
 0  1  7 16  4,0.110235,81.5813251,9665.63,15257.1,37.07611,37.95834,0.83498,84,12,0,12,0,0,0,79,0.94,0.11,0.39,36.69474974,3.619371382,8.927278479,90.50860358
 0  1  7 16  5,0.111334,83.67306385,9538.22,15236.6,36.59735,37.66568,0.83386,84,24,0,12,0,0,0,73,0.87,0.1,0.35,37.42565315,3.837089588,9.558641634,93.23170549
 0  1  7 16  6,0.109161,82.90300154,9754.64,15224.9,36.99494,37.8704,0.83322,84,24,12,0,0,0,0,79,0.94,0.1,0.3,37.84581623,3.903902809,9.53526858,92.43827012
 0  1  7 16  7,0.110261,83.2991039,9950.75,15150.7,35.34794,36.65743,0.82916,84,36,12,0,0,0,0,73,0.87,0.09,0.27,37.83530266,4.071451692,10.04471551,93.3438194
 0  1  7 16  8,0.142957,89.48612626,8064.34,14922.7,34.50654,35.80597,0.81668,84,12,12,24,0,0,0,85,1.01,0.27,0.91,31.28233983,3.306453495,10.57631245,100.0624387
 0  1  7 16  9,0.106985,84.18158896,10114.3,15158.8,36.84427,37.63466,0.8296,96,24,0,0,0,0,0,85,0.89,0,0,39.02442824,3.858037276,9.235400598,93.41698955
 0  1  7 17  0,0.151118,99.34148696,7536.85,15484.5,38.69413,38.93371,0.78722,144,60,0,0,0,0,0,115,0.8,0,0,33.3123894,3.932643776,13.29741535,112.6389023
 0  1  7 17  1,0.169343,98.96828475,6673.23,15438.9,38.69413,38.93371,0.7849,144,48,0,0,12,0,0,115,0.8,0.06,0.24,29.66639,3.547039921,13.440015,112.4082997
 0  1  7 17  2,0.186013,103.0274321,6075.15,15357.4,38.64899,38.77368,0.78076,144,48,0,0,0,12,0,115,0.8,0.06,0.18,28.0501453,3.296272748,13.71932881,116.7467609
 0  1  7 17  3,0.231043,76.91859781,4885.63,15322.4,38.45287,38.75234,0.77898,144,48,0,0,0,0,12,115,0.8,0.06,0.16,16.94096759,2.062023368,10.65989251,87.57849031
 0  1  7 17  4,0.166305,102.6516468,6795.3,15425.1,38.69413,38.93371,0.7842,144,48,0,12,0,0,0,121,0.84,0.06,0.21,31.24094631,3.65459983,13.59914374,116.2507905
 0  1  7 17  5,0.167326,103.8029019,6765.49,15381,38.12556,38.99494,0.78196,144,60,0,12,0,0,0,115,0.8,0.06,0.19,31.57299913,3.847483111,14.40477832,118.2076802
 0  1  7 17  6,0.165308,103.3963999,6838.34,15398.7,38.55879,38.96563,0.78286,144,60,12,0,0,0,0,121,0.84,0.06,0.17,31.43259715,3.47852265,12.8663433,116.2627432
 0  1  7 17  7,0.166329,104.3954876,6964.68,15307.1,36.71241,37.97744,0.7782,144,72,12,0,0,0,0,115,0.8,0.05,0.16,31.60997618,3.559042402,13.24547589,117.6409635
 0  1  7 17  8,0.196702,107.138675,5969.15,15153.6,35.8672,37.12933,0.7704,144,48,12,24,0,0,0,127,0.88,0.16,0.53,27.83920013,3.496370058,15.38836915,122.5270441
 0  1  7 17  9,0.163286,104.000636,6931.07,15363.3,38.55879,38.87677,0.78106,156,60,0,0,0,0,0,127,0.81,0,0,32.29983709,3.834219087,14.00852156,118.0091576
 0  1  7 18  0,0.112272,88.49869319,9490.36,18307.4,37.72283,38.95679,0.8309,120,48,0,0,0,0,0,97,0.81,0,0,39.25446009,4.025569183,10.11265478,98.61134797
 0  1  7 18  1,0.128542,87.35848452,8436.46,18194.6,37.72283,38.95679,0.82578,120,36,0,0,12,0,0,97,0.81,0.07,0.29,33.90307586,3.5296618,10.15183558,97.5103201
 0  1  7 18  2,0.143423,89.35240856,7699.14,18069,37.72098,38.73858,0.82008,120,36,0,0,0,12,0,97,0.81,0.07,0.21,31.15262195,3.309301003,10.61992626,99.97233483
 0  1  7 18  3,0.183624,65.5069125,6061.17,18018.4,37.72283,38.63793,0.81778,120,36,0,0,0,0,12,97,0.81,0.07,0.2,17.78051443,1.836735682,7.546447144,73.05335964
 0  1  7 18  4,0.125829,89.36618228,8640.49,18176.1,37.72283,38.95679,0.82494,120,36,0,12,0,0,0,103,0.86,0.07,0.25,35.49207953,3.750682874,10.55984439,99.92602666
 0  1  7 18  5,0.126741,91.80577473,8704.43,18139.5,38.38391,39.21793,0.82328,120,48,0,12,0,0,0,97,0.81,0.07,0.23,36.22466809,3.851407544,10.92202167,102.7277964
 0  1  7 18  6,0.124939,91.67480726,8819.94,18110.5,37.8893,39.11829,0.82196,120,48,12,0,0,0,0,103,0.86,0.07,0.2,36.46775049,3.674418013,10.27195279,101.9467601
 0  1  7 18  7,0.125851,93.00058328,8767.78,18084.9,38.58963,39.28016,0.8208,120,60,12,0,0,0,0,97,0.81,0.06,0.19,36.76278601,3.736284321,10.52114524,103.5217285
 0  1  7 18  8,0.152966,96.15215071,7434.27,17921,38.58903,39.28016,0.81336,120,36,12,24,0,0,0,109,0.91,0.19,0.62,31.41992211,3.326951499,11.38696033,107.539111
 0  1  7 18  9,0.123134,91.16145269,9014,18056.7,37.8893,39.11829,0.81952,132,48,0,0,0,0,0,109,0.83,0,0,37.0166115,3.928893046,10.82466892,101.9861216
 0  1  7 19  0,0.200054,119.0719924,8421.33,7301.92,23.28354,24.96042,0.71074,96,84,0,0,0,0,0,55,0.57,0,0,30.59115994,3.990283028,17.86147698,136.9334694
 0  1  7 19  1,0.234947,116.1575428,7315.81,7206.38,22.53593,24.42166,0.70144,96,72,0,0,12,0,0,55,0.57,0.07,0.27,25.52482883,3.428959917,18.025974,134.1835168
 0  1  7 19  2,0.266862,119.8349587,6561.93,7102.2,21.98476,23.86837,0.6913,96,72,0,0,0,12,0,55,0.57,0.07,0.2,23.39053676,3.321322665,19.83189587,139.6668545
 0  1  7 19  3,0.353078,86.18442627,5002.48,7054.53,21.78798,23.67013,0.68666,96,72,0,0,0,0,12,55,0.57,0.07,0.19,12.75196744,1.842797445,14.55843484,100.7428611
 0  1  7 19  4,0.22913,119.9807111,7516.5,7191.38,22.43749,24.32221,0.69998,96,72,0,12,0,0,0,61,0.64,0.07,0.23,27.12470068,3.72215785,19.08284707,139.0635582
 0  1  7 19  5,0.231085,119.203148,7649.99,7142.68,23.23079,24.90686,0.69524,96,84,0,12,0,0,0,55,0.57,0.06,0.22,26.70077511,3.64660247,18.85500298,138.058151
 0  1  7 19  6,0.227222,117.0323071,7807.93,7133.44,23.43315,25.0871,0.69434,96,84,12,0,0,0,0,61,0.64,0.06,0.19,26.41515246,3.396019561,17.26581126,134.2981183
 0  1  7 19  7,0.229177,125.0106686,7731.39,7115.56,23.41477,25.00374,0.6926,96,96,12,0,0,0,0,55,0.57,0.06,0.18,28.07151184,3.692863655,18.93654443,143.947213
 0  1  7 19  8,0.287329,127.2180172,6349.28,6954.06,23.41476,24.5495,0.67688,96,72,12,24,0,0,0,67,0.7,0.18,0.59,23.44156678,3.653528892,23.48867048,150.7066877
 0  1  7 19  9,0.22335,120.8385707,7977.93,7090.49,23.43311,24.93663,0.69016,108,84,0,0,0,0,0,67,0.62,0,0,27.92862367,3.748796351,18.73459173,139.5731624
 0  1  7 20  0,0.095835,80.49933453,10322.5,19476.3,42.4104,42.97646,0.84294,108,36,0,0,0,0,0,91,0.84,0,0,41.63099956,4.090355854,8.771051632,89.27038616
 0  1  7 20  1,0.11135,79.86944359,9135.58,19347.4,42.4104,42.97646,0.83736,108,24,0,0,12,0,0,91,0.84,0.08,0.33,35.74337309,3.686289493,9.184300557,89.05374415
 0  1  7 20  2,0.125541,81.39007024,8325.2,19214.8,42.3608,42.67612,0.83162,108,24,0,0,0,12,0,91,0.84,0.08,0.25,32.22548948,3.250758542,9.131386471,90.52145671
 0  1  7 20  3,0.163877,58.55939726,6414.69,19155.6,42.1648,42.48068,0.82906,108,24,0,0,0,0,12,91,0.84,0.08,0.23,17.73474118,1.76447461,6.469933938,65.02933122
 0  1  7 20  4,0.108764,80.50995922,9395.07,19328.9,42.4104,42.97646,0.83656,108,24,0,12,0,0,0,97,0.9,0.08,0.29,36.96924581,3.88676969,9.45889504,89.96885427
 0  1  7 20  5,0.109633,85.05826921,9450.58,19298.4,42.00444,42.94011,0.83524,108,36,0,12,0,0,0,91,0.84,0.08,0.27,38.60753119,3.933142343,9.648224276,94.70649348
 0  1  7 20  6,0.107915,83.92501044,9524.71,19287.8,42.31309,42.97702,0.83478,108,36,12,0,0,0,0,97,0.9,0.08,0.23,38.59784018,3.840769975,9.273988239,93.19899869
 0  1  7 20  7,0.108784,84.36098405,9739.12,19221.7,41.52931,42.51782,0.83192,108,48,12,0,0,0,0,91,0.84,0.07,0.21,38.55582051,3.897286785,9.486233633,93.84721768
 0  1  7 20  8,0.134641,86.72712189,8045.43,18999,40.70222,41.80738,0.82228,108,24,12,24,0,0,0,103,0.95,0.21,0.71,32.25638292,3.468403878,10.44896849,97.17609038
 0  1  7 20  9,0.106194,83.17235627,9763.8,19213.4,42.29108,42.79484,0.83156,120,36,0,0,0,0,0,103,0.86,0,0,39.04147096,4.037880199,9.594444546,92.76680081
 0  1  7 21  0,0.128702,91.81294499,8205.94,20358.8,44.42857,44.79212,0.81074,156,72,0,0,0,0,0,121,0.78,0,0,36.08391989,4.201432661,12.09899036,103.9119354
 0  1  7 21  1,0.142978,90.95446886,7314.4,20273.5,44.42857,44.79212,0.80734,156,60,0,0,12,0,0,121,0.78,0.05,0.21,31.86222274,3.431467499,10.97780559,101.9322745
 0  1  7 21  2,0.156035,95.32298913,6689.54,20184.6,44.42857,44.6338,0.8038,156,60,0,0,0,12,0,121,0.78,0.05,0.16,30.81959933,3.516672871,12.27779631,107.6007854
 0  1  7 21  3,0.191308,70.93297509,5457.3,20142.4,44.30863,44.45308,0.80212,156,60,0,0,0,0,12,121,0.78,0.05,0.15,18.73228651,2.161290363,9.251511144,80.18448625
 0  1  7 21  4,0.140598,94.90810623,7428.44,20262.9,44.42857,44.79212,0.80692,156,60,0,12,0,0,0,127,0.81,0.05,0.18,33.97967884,3.81089961,11.98872723,106.8968335
 0  1  7 21  5,0.141398,93.8783873,7484.36,20232.8,43.80042,44.65697,0.80572,156,72,0,12,0,0,0,121,0.78,0.05,0.17,33.57525918,3.902637059,12.34718225,106.2255695
 0  1  7 21  6,0.139817,95.71148275,7460.84,20249.9,44.30152,44.80986,0.8064,156,72,12,0,0,0,0,127,0.81,0.05,0.15,34.45006239,3.855965542,12.06311732,107.7746001
 0  1  7 21  7,0.140617,94.63737113,7809.17,20130.3,42.1954,43.3082,0.80164,156,84,12,0,0,0,0,121,0.78,0.05,0.14,33.96688653,3.88823157,12.23365921,106.8710304
 0  1  7 21  8,0.164408,98.35872676,6686.85,19956,41.36695,42.45597,0.7947,156,60,12,24,0,0,0,133,0.85,0.14,0.48,30.23485612,3.497188252,12.86495836,111.2236851
 0  1  7 21  9,0.138233,97.22804895,7547.86,20204.1,44.30153,44.72583,0.80458,168,72,0,0,0,0,0,133,0.79,0,0,35.47853994,4.043543924,12.50663071,109.7346796
 0  1  7 22  0,0.109698,87.51351518,9642.82,20715.5,43.95178,44.80932,0.82538,132,72,0,0,0,0,0,97,0.73,0,0,39.86528025,4.211138143,10.33628858,97.84980375
 0  1  7 22  1,0.123981,85.5220612,8576.18,20661.8,43.95178,44.80932,0.82324,132,60,0,0,12,0,0,97,0.73,0.06,0.24,34.5650604,3.736262083,10.36475153,95.88681272
 0  1  7 22  2,0.137045,90.14693971,7835.35,20584.5,43.6487,44.61408,0.82016,132,60,0,0,0,12,0,97,0.73,0.06,0.18,32.89184009,3.493597803,10.71278845,100.8597281
 0  1  7 22  3,0.172337,67.0447214,6262.56,20545.9,43.45434,44.41934,0.81862,132,60,0,0,0,0,12,97,0.73,0.06,0.16,19.47730626,2.090507241,8.061143134,75.10586453
 0  1  7 22  4,0.1216,88.9686647,8757.49,20650.8,43.95178,44.80932,0.8228,132,60,0,12,0,0,0,103,0.78,0.06,0.21,36.77181925,4.072623612,11.08088066,100.0495454
 0  1  7 22  5,0.1224,92.03588079,8708.59,20634.7,43.95178,44.80932,0.82216,132,72,0,12,0,0,0,97,0.73,0.06,0.19,37.73857974,4.133159761,11.31957283,103.3554536
 0  1  7 22  6,0.120819,91.16180137,8824.24,20621.2,43.92456,44.69808,0.82162,132,72,12,0,0,0,0,103,0.78,0.06,0.17,37.6083379,3.886500218,10.50655555,101.6683569
 0  1  7 22  7,0.121619,92.32558034,8863.72,20563.5,42.91968,43.90469,0.81932,132,84,12,0,0,0,0,97,0.73,0.05,0.16,37.96786412,4.040182013,10.99433047,103.3199108
 0  1  7 22  8,0.145423,94.66528744,7595.08,20389.8,42.08508,43.06002,0.8124,132,60,12,24,0,0,0,109,0.83,0.16,0.53,32.54377661,3.450594161,11.22776749,105.893055
 0  1  7 22  9,0.119234,93.028419,8987.47,20584,43.74589,44.68515,0.82014,144,72,0,0,0,0,0,109,0.76,0,0,39.03599291,4.166221633,11.11498577,104.1434048
 0  1  7 23  0,0.101913,82.81270003,10052.7,22417,45.78624,46.7729,0.83588,132,60,0,0,0,0,0,103,0.78,0,0,40.64657953,4.330335075,9.874554625,92.68725466
 0  1  7 23  1,0.115279,81.65146856,9108.88,22282.3,45.55895,46.50795,0.83086,132,48,0,0,12,0,0,103,0.78,0.06,0.25,35.49069812,3.835329735,9.89280243,91.54427099
 0  1  7 23  2,0.127506,83.63650633,8435.74,22143.4,45.00746,46.03355,0.82568,132,48,0,0,0,12,0,103,0.78,0.06,0.19,32.81248185,3.49687872,9.976486512,93.61299284
